laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
E07000110,MAIDSTONE,79436,78772,92.1,72.2,67.9,27.8,27.8,0.5,1.3,2.1,7.0,0.5,97.3,29.0,73174,57342,53939,22083,22083,377,1001,1655,5598,433,77327,23053,19235,53939,377,624,654,3943,24.2,67.9,0.5,0.8,0.8,5.0
E07000074,MALDON,30310,30154,94.6,37.8,37.8,37.8,37.8,0.3,0.9,1.8,4.9,0.5,98.7,6.7,28669,11463,11463,11463,11463,95,280,560,1485,150,29924,2025,17206,11463,95,185,280,925,56.8,37.8,0.3,0.6,0.9,3.1
E07000235,MALVERN HILLS,38663,38428,90.2,26.0,19.2,15.1,15.1,0.5,1.8,3.4,9.2,1.0,97.8,5.4,34869,10058,7441,5829,5829,179,696,1316,3559,381,37799,2078,27428,7441,179,517,620,2243,70.9,19.2,0.5,1.3,1.6,5.8
E08000003,MANCHESTER,249498,244154,93.0,76.4,73.1,30.9,70.5,0.0,0.1,0.9,4.9,0.0,93.4,0.0,231946,190532,182455,77025,175920,31,286,2224,12208,0,232920,53,49491,182455,31,255,1938,9984,19.8,73.1,0.0,0.1,0.8,4.0
E07000174,MANSFIELD,53280,53105,98.7,88.5,85.9,9.7,9.7,0.0,0.1,0.2,1.0,0.0,99.3,0.0,52573,47158,45748,5153,5153,5,35,99,532,16,52904,0,6825,45748,5,30,64,433,12.8,85.9,0.0,0.1,0.1,0.8
E06000035,MEDWAY,122461,122001,97.2,84.4,81.4,8.8,8.8,0.0,0.3,0.7,2.5,0.1,98.6,2.8,118991,103405,99636,10821,10821,37,327,876,3010,119,120707,3465,19355,99636,37,290,549,2134,15.8,81.4,0.0,0.2,0.4,1.7
E07000133,MELTON,24822,24675,93.1,46.8,46.4,2.6,2.6,0.8,1.9,3.1,6.3,1.3,96.8,5.7,23107,11619,11507,641,641,199,484,760,1568,318,24028,1420,11600,11507,199,285,276,808,46.7,46.4,0.8,1.1,1.1,3.3
E07000187,MENDIP,55925,55684,87.5,51.0,46.1,25.1,25.1,0.5,1.9,4.7,12.1,0.7,94.7,1.6,48926,28515,25786,14054,14054,261,1059,2639,6758,387,52951,910,23140,25786,261,798,1580,4119,41.4,46.1,0.5,1.4,2.8,7.4
W06000024,MERTHYR TYDFIL,28568,28479,98.5,44.3,44.3,44.3,44.3,0.1,0.2,0.3,1.2,0.0,99.5,10.1,28129,12664,12664,12659,12664,20,47,97,350,5,28417,2887,15465,12664,20,27,50,253,54.1,44.3,0.1,0.1,0.2,0.9
E09000024,MERTON,90122,89948,98.6,89.3,87.6,37.0,87.6,0.0,0.0,0.2,1.2,0.0,98.6,0.0,88831,80521,78989,33338,78980,1,32,153,1117,1,88868,0,9842,78989,1,31,121,964,10.9,87.6,0.0,0.0,0.1,1.1
N09000008,MID AND EAST ANTRIM,61724,61042,89.5,72.7,72.7,72.6,72.7,1.9,3.3,4.5,9.4,1.7,97.8,0.0,55265,44843,44843,44841,44843,1157,2058,2800,5777,1060,60379,0,10422,44843,1157,901,742,2977,16.9,72.7,1.9,1.5,1.2,4.8
E07000042,MID DEVON,37811,37433,78.2,10.9,10.9,10.9,10.9,1.7,5.7,10.1,20.8,3.0,91.8,11.5,29556,4105,4105,4103,4103,647,2161,3822,7877,1130,34721,4346,25451,4105,647,1514,1661,4055,67.3,10.9,1.7,4.0,4.4,10.7
E07000203,MID SUFFOLK,48662,48113,91.8,18.4,17.3,16.7,16.7,0.3,0.8,1.7,7.0,0.9,97.9,0.1,44690,8966,8395,8112,8112,169,392,842,3423,437,47632,31,36295,8395,169,223,450,2581,74.6,17.3,0.3,0.5,0.9,5.3
E07000228,MID SUSSEX,68855,68446,95.4,39.5,38.3,37.4,37.4,0.0,0.2,0.7,4.0,0.4,98.9,0.0,65697,27219,26388,25763,25763,30,167,511,2749,252,68100,0,39309,26388,30,137,344,2238,57.1,38.3,0.0,0.2,0.5,3.3
N09000009,MID ULSTER,55387,54572,80.6,51.9,51.9,51.9,51.9,3.4,6.4,9.2,17.9,5.6,97.5,4.5,44663,28734,28733,28733,28733,1904,3536,5117,9909,3085,53993,2487,15930,28733,1904,1632,1581,4792,28.8,51.9,3.4,2.9,2.9,8.7
E06000002,MIDDLESBROUGH,68389,68113,97.3,92.4,92.1,6.5,6.5,0.1,0.4,0.9,2.3,0.1,97.5,2.1,66525,63186,62976,4417,4417,69,301,592,1588,60,66705,1418,3549,62976,69,232,291,996,5.2,92.1,0.1,0.3,0.4,1.5
S12000019,MIDLOTHIAN,42787,42347,93.6,58.6,58.5,58.5,58.6,0.7,1.3,2.4,5.3,0.4,97.8,4.7,40063,25054,25041,25039,25053,289,570,1012,2284,179,41841,2012,15022,25041,289,281,442,1272,35.1,58.5,0.7,0.7,1.0,3.0
E06000042,MILTON KEYNES,122925,122438,98.0,89.4,88.2,87.4,87.4,0.1,0.3,0.9,1.6,0.2,98.7,0.0,120454,109882,108479,107428,107439,71,354,1139,1984,201,121266,1,11975,108479,71,283,785,845,9.7,88.2,0.1,0.2,0.6,0.7
E07000210,MOLE VALLEY,40052,39919,95.5,61.9,61.9,11.0,11.0,0.0,0.3,0.8,4.2,0.4,99.2,0.0,38246,24803,24789,4415,4415,18,108,315,1673,173,39712,0,13457,24789,18,90,207,1358,33.6,61.9,0.0,0.2,0.5,3.4
W06000021,MONMOUTHSHIRE,45537,45145,86.3,27.2,18.1,12.3,12.3,1.4,3.4,6.1,12.8,2.5,95.4,0.2,39317,12373,8257,5591,5591,629,1544,2796,5828,1133,43457,80,31060,8257,629,915,1252,3032,68.2,18.1,1.4,2.0,2.7,6.7
S12000020,MORAY,49558,49109,84.5,22.2,22.2,22.2,22.2,1.7,4.5,7.1,14.6,2.9,95.3,34.2,41852,10991,10991,10991,10991,849,2229,3495,7257,1456,47216,16964,30861,10991,849,1380,1266,3762,62.3,22.2,1.7,2.8,2.6,7.6
S12000013,NA H-EILEANAN SIAR,16684,15209,75.7,4.5,4.5,4.5,4.5,2.5,3.9,5.1,15.5,6.1,87.9,0.0,12626,750,750,750,750,425,649,853,2583,1016,14673,0,11876,750,425,224,204,1730,71.2,4.5,2.5,1.3,1.2,10.4
W06000012,NEATH PORT TALBOT,68981,68867,96.9,59.3,59.3,4.4,30.0,0.1,0.2,0.4,2.9,0.1,99.1,32.5,66855,40891,40883,3027,20662,53,138,273,2012,69,68366,22432,25972,40883,53,85,135,1739,37.7,59.3,0.1,0.1,0.2,2.5
E07000091,NEW FOREST,87651,87153,93.1,27.4,24.7,11.3,11.4,0.4,0.7,1.4,6.4,0.7,98.7,0.1,81586,23982,21650,9923,9965,376,643,1193,5567,584,86533,83,59936,21650,376,267,550,4374,68.4,24.7,0.4,0.3,0.6,5.0
E07000175,NEWARK AND SHERWOOD,59993,59468,95.3,56.2,55.8,16.5,16.5,0.3,0.9,1.4,3.9,0.2,98.2,30.6,57154,33699,33503,9919,9920,154,538,859,2314,129,58896,18362,23651,33503,154,384,321,1455,39.4,55.8,0.3,0.6,0.5,2.4
E08000021,NEWCASTLE UPON TYNE,139408,138552,96.2,76.6,73.4,35.9,35.9,0.0,0.1,0.2,3.2,0.0,96.9,0.0,134079,106825,102394,50110,50114,62,150,319,4473,58,135058,55,31685,102394,62,88,169,4154,22.7,73.4,0.0,0.1,0.1,3.0
E07000195,NEWCASTLE-UNDER-LYME,61337,60360,95.0,66.9,65.8,12.5,12.5,0.0,0.4,0.8,3.4,0.1,97.6,2.1,58293,41022,40387,7641,7641,24,217,465,2067,79,59865,1264,17906,40387,24,193,248,1602,29.2,65.8,0.0,0.3,0.4,2.6
E09000025,NEWHAM,128808,128336,98.2,90.2,86.8,58.7,83.3,0.0,0.1,0.5,1.5,0.0,98.2,0.0,126449,116214,111770,75620,107275,12,151,701,1887,22,126466,0,14679,111770,12,139,550,1186,11.4,86.8,0.0,0.1,0.4,0.9
W06000022,NEWPORT,72676,72432,97.3,73.7,70.7,9.6,9.6,0.1,0.3,0.7,2.4,0.1,98.1,34.0,70687,53528,51369,6953,6953,63,229,497,1745,109,71306,24686,19318,51369,63,166,268,1248,26.6,70.7,0.1,0.2,0.4,1.7
N09000010,"NEWRY, MOURNE AND DOWN",70631,69188,88.1,69.5,69.4,69.5,69.5,1.6,3.3,4.7,9.9,2.9,97.4,3.3,62201,49113,49019,49112,49113,1111,2320,3322,6987,2050,68811,2307,13182,49019,1111,1209,1002,3665,18.7,69.4,1.6,1.7,1.4,5.2
S12000021,NORTH AYRSHIRE,72396,72027,93.8,31.9,31.9,15.1,15.1,0.4,0.9,1.6,5.6,0.3,98.6,0.0,67941,23106,23104,10928,10928,311,624,1189,4086,219,71369,0,44837,23104,311,313,565,2897,61.9,31.9,0.4,0.4,0.8,4.0
E07000043,NORTH DEVON,51857,51373,86.7,27.3,27.3,27.3,27.3,1.5,3.4,6.2,12.4,1.6,93.7,52.6,44948,14175,14175,14175,14175,774,1756,3213,6425,841,48603,27286,30773,14175,774,982,1457,3212,59.3,27.3,1.5,1.9,2.8,6.2
E07000038,NORTH EAST DERBYSHIRE,49010,48762,93.3,35.9,33.9,32.4,32.4,0.3,0.7,1.2,6.2,0.1,98.8,0.0,45715,17584,16612,15856,15856,158,364,592,3047,72,48434,0,29103,16612,158,206,228,2455,59.4,33.9,0.3,0.4,0.5,5.0
E06000012,NORTH EAST LINCOLNSHIRE,74367,74205,96.7,88.5,88.1,1.6,1.6,0.1,0.8,1.3,3.0,0.2,97.5,27.8,71948,65841,65500,1209,1209,61,623,948,2257,140,72537,20664,6448,65500,61,562,325,1309,8.7,88.1,0.1,0.8,0.4,1.8
E07000099,NORTH HERTFORDSHIRE,61428,61146,96.3,74.6,73.4,5.9,5.9,0.1,0.3,0.8,3.2,0.2,98.2,0.1,59167,45833,45091,3635,3635,39,189,464,1979,132,60296,48,14076,45091,39,150,275,1515,22.9,73.4,0.1,0.2,0.4,2.5
E07000139,NORTH KESTEVEN,55082,54730,94.0,43.8,42.5,14.4,14.4,0.7,1.3,2.2,5.4,0.6,98.2,32.1,51770,24126,23435,7907,7907,379,740,1193,2960,323,54077,17682,28335,23435,379,361,453,1767,51.4,42.5,0.7,0.7,0.8,3.2
S12000050,NORTH LANARKSHIRE,165620,165231,97.8,79.3,78.3,14.4,78.0,0.1,0.3,0.6,1.9,0.1,99.0,0.0,162007,131391,129763,23898,129178,86,471,961,3224,206,164006,0,32244,129763,86,385,490,2263,19.5,78.3,0.1,0.2,0.3,1.4
E06000013,NORTH LINCOLNSHIRE,80844,80313,93.5,49.5,49.4,11.0,49.4,0.6,1.2,1.8,5.9,0.4,97.1,61.6,75567,39997,39973,8876,39949,472,975,1466,4746,299,78506,49785,35594,39973,472,503,491,3280,44.0,49.4,0.6,0.6,0.6,4.1
E07000147,NORTH NORFOLK,60977,60518,90.6,6.3,6.3,6.3,6.3,0.5,1.4,2.5,8.7,1.9,97.1,0.0,55228,3833,3833,3826,3826,322,877,1549,5290,1156,59238,23,51395,3833,322,555,672,3741,84.3,6.3,0.5,0.9,1.1,6.1
E06000061,NORTH NORTHAMPTONSHIRE,163436,162689,97.9,74.7,73.8,21.6,73.8,0.1,0.3,0.5,1.6,0.2,98.7,0.0,160031,122116,120637,35256,120605,127,529,868,2658,370,161377,28,39394,120637,127,402,339,1790,24.1,73.8,0.1,0.2,0.2,1.1
E06000024,NORTH SOMERSET,103481,102635,92.9,60.6,54.2,32.3,32.3,0.1,0.5,1.3,6.3,0.3,96.3,0.0,96154,62661,56127,33424,33457,153,567,1301,6481,352,99671,0,40027,56127,153,414,734,5180,38.7,54.2,0.1,0.4,0.7,5.0
E08000022,NORTH TYNESIDE,102795,102595,99.0,82.8,80.2,37.0,37.0,0.0,0.1,0.3,0.8,0.0,99.4,0.0,101742,85085,82457,38049,38050,19,78,281,853,22,102155,1,19285,82457,19,59,203,572,18.8,80.2,0.0,0.1,0.2,0.6
E07000218,NORTH WARWICKSHIRE,30686,30525,96.1,43.5,41.3,27.2,40.1,0.3,0.9,1.3,3.4,0.1,98.9,0.0,29482,13359,12687,8340,12314,85,268,393,1043,40,30363,0,16795,12687,85,183,125,650,54.7,41.3,0.3,0.6,0.4,2.1
E07000134,NORTH WEST LEICESTERSHIRE,49148,48960,96.9,70.6,68.8,7.6,7.6,0.1,0.6,1.0,2.8,0.2,99.0,0.0,47606,34702,33799,3752,3752,71,307,508,1354,104,48653,0,13807,33799,71,236,201,846,28.1,68.8,0.1,0.5,0.4,1.7
E06000057,NORTHUMBERLAND,159750,159054,92.8,17.3,12.9,10.2,10.2,0.9,1.6,2.4,6.8,0.8,98.4,2.6,148231,27673,20635,16316,16317,1369,2622,3870,10823,1311,157256,4179,127596,20635,1369,1253,1248,6953,79.9,12.9,0.9,0.8,0.8,4.4
E07000148,NORWICH,57813,57575,98.3,86.4,83.8,19.6,19.6,0.0,0.0,0.4,1.3,0.0,98.6,0.0,56812,49927,48473,11333,11333,0,6,260,763,2,56999,0,8339,48473,0,6,254,503,14.4,83.8,0.0,0.0,0.4,0.9
E06000018,NOTTINGHAM,144586,144080,98.0,92.5,90.8,32.8,32.8,0.0,0.1,0.2,1.6,0.0,98.1,0.0,141702,133706,131263,47394,47394,7,75,348,2378,4,141890,0,10439,131263,7,68,273,2030,7.2,90.8,0.0,0.0,0.2,1.4
E07000219,NUNEATON AND BEDWORTH,60891,60676,98.7,84.0,83.6,13.5,83.8,0.0,0.2,0.2,1.0,0.0,99.3,0.0,60092,51135,50900,8207,51000,13,105,132,584,8,60462,0,9192,50900,13,92,27,452,15.1,83.6,0.0,0.2,0.0,0.7
E07000135,OADBY AND WIGSTON,26102,25559,96.6,77.3,74.2,2.0,2.0,0.0,0.0,0.1,1.3,0.0,97.2,0.0,25224,20171,19379,522,522,1,4,20,335,0,25380,0,5845,19379,1,3,16,315,22.4,74.2,0.0,0.0,0.1,1.2
E08000004,OLDHAM,98698,98439,98.2,80.7,80.4,21.3,21.4,0.1,0.1,0.3,1.6,0.0,99.5,0.0,96878,79614,79322,21044,21105,56,130,279,1561,1,98224,0,17556,79322,56,74,149,1282,17.8,80.4,0.1,0.1,0.2,1.3
S12000023,ORKNEY ISLANDS,12808,12222,64.3,1.1,1.1,1.1,1.1,3.9,9.1,20.1,31.2,8.6,76.5,0.0,8230,145,145,145,145,504,1166,2569,3992,1106,9800,0,8085,145,504,662,1403,1423,63.1,1.1,3.9,5.2,11.0,11.1
E07000178,OXFORD,66065,65520,97.2,83.9,78.1,1.5,1.5,0.0,0.0,0.4,1.9,0.0,97.4,0.0,64244,55453,51587,975,975,0,31,262,1276,2,64345,0,12657,51587,0,31,231,1014,19.2,78.1,0.0,0.0,0.3,1.5
W06000009,PEMBROKESHIRE,66113,65831,88.0,8.2,8.2,8.2,8.2,1.7,3.8,6.3,11.6,2.2,94.9,0.7,58149,5415,5415,5410,5415,1151,2520,4198,7682,1466,62744,439,52734,5415,1151,1369,1678,3484,79.8,8.2,1.7,2.1,2.5,5.3
E07000122,PENDLE,44207,43816,95.5,57.1,56.8,6.2,56.3,0.4,0.9,1.2,3.6,0.2,98.2,53.0,42216,25253,25090,2752,24907,169,385,545,1600,93,43421,23422,17126,25090,169,216,160,1055,38.7,56.8,0.4,0.5,0.4,2.4
S12000048,PERTH AND KINROSS,79353,78620,85.3,37.1,36.2,7.0,7.0,1.7,4.1,7.1,13.8,2.1,95.1,0.0,67659,29457,28746,5544,5544,1314,3270,5638,10961,1670,75432,1,38913,28746,1314,1956,2368,5323,49.0,36.2,1.7,2.5,3.0,6.7
E06000031,PETERBOROUGH,92835,92579,98.6,88.5,88.0,80.9,80.9,0.1,0.3,0.5,1.1,0.1,99.4,0.0,91537,82118,81733,75089,75089,70,293,446,1042,86,92278,0,9804,81733,70,223,153,596,10.6,88.0,0.1,0.2,0.2,0.6
E06000026,PLYMOUTH,124496,123447,96.7,88.1,86.7,4.4,4.4,0.0,0.2,0.9,2.5,0.0,97.2,26.8,120395,109698,107981,5535,5536,4,228,1098,3052,19,120977,33394,12414,107981,4,224,870,1954,10.0,86.7,0.0,0.2,0.7,1.6
E06000044,PORTSMOUTH,95681,95422,97.2,94.3,91.9,24.0,24.0,0.0,0.1,0.3,2.5,0.0,97.3,0.0,93009,90208,87952,22934,22934,1,105,299,2413,2,93124,0,5057,87952,1,104,194,2114,5.3,91.9,0.0,0.1,0.2,2.2
W06000023,POWYS,69648,68335,78.5,17.9,17.9,17.9,17.9,3.4,6.9,11.1,19.6,5.0,88.2,5.8,54705,12454,12453,12451,12453,2340,4796,7726,13630,3476,61408,4053,42252,12453,2340,2456,2930,5904,60.7,17.9,3.4,3.5,4.2,8.5
E07000123,PRESTON,68162,67860,97.4,71.9,69.7,7.2,7.2,0.0,0.1,0.4,2.2,0.0,98.6,62.7,66369,48995,47520,4914,4914,26,55,245,1491,21,67219,42711,18849,47520,26,29,190,1246,27.7,69.7,0.0,0.0,0.3,1.8
E06000038,READING,75898,75177,97.4,88.6,85.0,16.9,82.7,0.0,0.1,0.2,1.6,0.0,97.6,0.0,73938,67240,64546,12808,62791,9,105,188,1239,25,74058,0,9392,64546,9,96,83,1051,12.4,85.0,0.0,0.1,0.1,1.4
E09000026,REDBRIDGE,111550,111013,97.9,86.9,86.0,34.2,85.4,0.0,0.1,0.3,1.6,0.0,98.2,0.0,109222,96941,95928,38111,95236,7,94,312,1791,0,109526,5,13294,95928,7,87,218,1479,11.9,86.0,0.0,0.1,0.2,1.3
E06000003,REDCAR AND CLEVELAND,68507,68315,96.8,86.5,85.5,2.8,2.8,0.1,0.6,1.3,2.9,0.3,98.0,0.1,66297,59249,58572,1922,1922,101,386,907,2018,214,67155,51,7725,58572,101,285,521,1111,11.3,85.5,0.1,0.4,0.8,1.6
E07000236,REDDITCH,39590,39404,98.0,81.4,80.7,6.9,80.7,0.0,0.0,0.1,1.6,0.0,98.8,0.0,38790,32245,31951,2728,31950,3,12,49,614,3,39134,0,6839,31951,3,9,37,565,17.3,80.7,0.0,0.0,0.1,1.4
E07000211,REIGATE AND BANSTEAD,64477,64328,97.3,79.6,79.1,25.8,25.8,0.0,0.1,0.2,2.4,0.1,99.6,0.0,62763,51347,50972,16636,16645,18,86,154,1565,34,64215,0,11791,50972,18,68,68,1411,18.3,79.1,0.0,0.1,0.1,2.2
S12000038,RENFREWSHIRE,95282,95093,96.7,83.9,83.9,37.3,76.2,0.1,0.3,0.7,3.1,0.1,98.3,0.0,92158,79968,79945,35526,72561,106,295,648,2935,66,93641,0,12213,79945,106,189,353,2287,12.8,83.9,0.1,0.2,0.4,2.4
W06000016,RHONDDA CYNON TAF,119137,118315,97.2,29.9,27.0,18.1,25.4,0.0,0.1,0.3,2.1,0.1,98.8,26.8,115764,35651,32207,21575,30248,53,102,385,2551,95,117657,31977,83557,32207,53,49,283,2166,70.1,27.0,0.0,0.0,0.2,1.8
E07000124,RIBBLE VALLEY,30591,30373,90.5,43.1,42.8,41.8,42.1,0.7,2.1,3.6,8.8,0.6,98.1,80.7,27679,13175,13092,12779,12879,222,645,1092,2694,169,30008,24676,14587,13092,222,423,447,1602,47.7,42.8,0.7,1.4,1.5,5.2
E09000027,RICHMOND UPON THAMES,88890,88622,98.1,88.6,87.1,29.4,86.2,0.0,0.0,0.2,1.6,0.0,98.3,0.0,87220,78790,77449,26126,76619,0,16,199,1402,4,87365,0,9771,77449,0,16,183,1203,11.0,87.1,0.0,0.0,0.2,1.4
E07000166,RICHMONDSHIRE,25267,24993,84.2,24.3,13.0,5.8,5.8,2.3,4.8,7.7,14.7,3.1,95.7,21.7,21281,6131,3278,1456,1456,580,1225,1952,3712,785,24183,5480,18003,3278,580,645,727,1760,71.3,13.0,2.3,2.6,2.9,7.0
E08000005,ROCHDALE,101633,101167,97.4,71.1,65.2,11.4,11.4,0.0,0.1,0.4,2.2,0.0,99.0,0.0,98977,72245,66271,11603,11613,29,133,373,2190,31,100611,0,32706,66271,29,104,240,1817,32.2,65.2,0.0,0.1,0.2,1.8
E07000075,ROCHFORD,38206,37898,97.7,22.4,17.1,13.3,13.3,0.0,0.1,0.3,1.5,0.1,98.9,0.0,37324,8547,6546,5094,5094,2,57,108,574,36,37798,1,30778,6546,2,55,51,466,80.6,17.1,0.0,0.1,0.1,1.2
E07000125,ROSSENDALE,35012,34718,93.5,52.5,43.2,1.5,1.5,0.1,0.8,1.0,5.7,0.2,98.1,0.1,32724,18384,15137,530,530,35,271,360,1994,72,34354,51,17587,15137,35,236,89,1634,50.2,43.2,0.1,0.7,0.3,4.7
E07000064,ROTHER,49557,49122,93.5,7.7,7.7,7.7,7.7,0.1,0.3,1.0,5.6,0.2,98.8,0.7,46353,3817,3817,3817,3817,45,140,504,2769,112,48980,340,42536,3817,45,95,364,2265,85.8,7.7,0.1,0.2,0.7,4.6
E08000018,ROTHERHAM,125237,124728,98.0,63.3,61.1,20.5,20.5,0.0,0.2,0.4,1.6,0.1,99.0,0.5,122731,79331,76492,25630,25631,29,209,536,1997,66,124037,566,46239,76492,29,180,327,1461,36.9,61.1,0.0,0.1,0.3,1.2
E07000220,RUGBY,50947,50722,97.2,69.6,66.0,19.0,63.2,0.3,0.6,0.8,2.3,0.2,98.9,0.0,49531,35439,33635,9692,32220,131,291,421,1191,103,50376,0,15896,33635,131,160,130,770,31.2,66.0,0.3,0.3,0.3,1.5
E07000212,RUNNYMEDE,38771,38523,96.2,73.2,70.9,6.8,67.1,0.0,0.1,0.7,3.1,0.0,97.6,0.0,37306,28380,27490,2648,26025,2,49,289,1217,15,37825,0,9816,27490,2,47,240,928,25.3,70.9,0.0,0.1,0.6,2.4
E07000176,RUSHCLIFFE,54657,54433,97.0,76.3,73.3,37.6,37.6,0.2,0.4,0.8,2.6,0.2,99.2,9.3,53029,41690,40053,20562,20565,100,232,455,1404,116,54239,5062,12976,40053,100,132,223,949,23.7,73.3,0.2,0.2,0.4,1.7
E07000092,RUSHMOOR,43087,42913,97.0,81.7,81.4,4.8,51.0,0.1,0.9,1.7,2.6,0.4,97.3,0.0,41784,35200,35090,2053,21953,52,383,721,1129,178,41907,0,6694,35090,52,331,338,408,15.5,81.4,0.1,0.8,0.8,0.9
E06000017,RUTLAND,18726,18628,90.6,14.4,14.4,14.4,14.4,0.3,0.5,0.9,8.9,0.3,98.9,0.0,16965,2705,2705,2705,2705,53,91,177,1663,53,18519,9,14260,2705,53,38,86,1486,76.2,14.4,0.3,0.2,0.5,7.9
E07000167,RYEDALE,30351,29700,85.0,10.4,10.4,10.4,10.4,2.7,4.7,6.9,12.8,3.6,94.4,25.7,25806,3166,3166,3166,3166,809,1435,2087,3894,1088,28651,7803,22640,3166,809,626,652,1807,74.6,10.4,2.7,2.1,2.1,6.0
E08000006,SALFORD,129751,129227,95.6,83.6,83.2,58.2,82.9,0.0,0.7,1.9,4.0,0.0,95.8,0.0,124041,108495,107924,75465,107541,12,951,2499,5186,15,124335,0,16117,107924,12,939,1548,2687,12.4,83.2,0.0,0.7,1.2,2.1
E08000028,SANDWELL,142647,142161,99.0,84.3,82.8,19.4,82.0,0.0,0.0,0.2,0.7,0.0,99.1,0.0,141224,120243,118081,27715,117012,16,39,344,937,4,141303,0,23143,118081,16,23,305,593,16.2,82.8,0.0,0.0,0.2,0.4
E07000168,SCARBOROUGH,63713,63365,93.7,3.8,3.8,3.8,3.8,0.7,1.2,1.8,5.8,0.9,97.8,4.5,59670,2394,2394,2391,2391,418,778,1148,3695,549,62325,2896,57276,2394,418,360,370,2547,89.9,3.8,0.7,0.6,0.6,4.0
S12000026,SCOTTISH BORDERS,64825,63510,85.1,22.6,19.7,17.7,17.7,1.8,4.3,7.3,12.9,3.2,94.2,15.5,55150,14634,12764,11454,11454,1173,2770,4718,8360,2042,61052,10075,42386,12764,1173,1597,1948,3642,65.4,19.7,1.8,2.5,3.0,5.6
E07000188,SEDGEMOOR,59833,59555,93.7,44.0,34.8,29.3,29.3,0.2,0.8,1.8,5.8,0.5,97.6,0.0,56057,26312,20823,17555,17555,122,466,1051,3498,306,58368,0,35234,20823,122,344,585,2447,58.9,34.8,0.2,0.6,1.0,4.1
E08000014,SEFTON,135702,135080,98.4,74.5,68.9,39.7,64.4,0.0,0.1,0.2,1.2,0.0,99.2,0.2,133514,101146,93538,53857,87388,5,82,235,1566,49,134631,325,39976,93538,5,77,153,1331,29.5,68.9,0.0,0.1,0.1,1.0
E07000169,SELBY,43592,43152,92.8,21.6,21.6,21.6,21.6,0.6,1.1,1.9,6.2,0.5,97.5,31.1,40454,9432,9431,9429,9431,275,500,847,2698,213,42485,13565,31023,9431,275,225,347,1851,71.2,21.6,0.6,0.5,0.8,4.2
E07000111,SEVENOAKS,53496,53253,93.7,60.2,60.1,36.0,54.7,0.1,0.5,1.1,5.8,0.2,99.1,0.0,50132,32231,32141,19281,29255,80,256,564,3121,131,53022,0,17991,32141,80,176,308,2557,33.6,60.1,0.1,0.3,0.6,4.8
E08000019,SHEFFIELD,262555,261329,96.3,56.3,53.0,21.1,21.1,0.0,0.1,0.6,3.2,0.0,97.2,0.1,252835,147756,139034,55294,55295,58,248,1616,8494,81,255248,198,113801,139034,58,190,1368,6878,43.3,53.0,0.0,0.1,0.5,2.6
S12000027,SHETLAND ISLANDS,11947,11497,69.7,2.1,2.1,2.1,2.1,3.0,7.3,16.6,26.5,6.1,83.2,0.0,8333,250,250,250,250,363,870,1986,3164,725,9938,0,8083,250,363,507,1116,1178,67.7,2.1,3.0,4.2,9.3,9.9
E06000051,SHROPSHIRE,154149,152985,85.8,23.3,17.7,11.2,14.1,1.0,3.0,5.7,13.4,0.7,95.3,76.7,132280,35987,27331,17296,21692,1471,4586,8789,20705,1082,146943,118161,104949,27331,1471,3115,4203,11916,68.1,17.7,1.0,2.0,2.7,7.7
E06000039,SLOUGH,57855,57616,98.5,93.0,90.3,59.0,59.6,0.0,0.1,0.2,1.1,0.0,98.7,0.0,56999,53813,52244,34148,34488,7,32,96,617,1,57090,0,4755,52244,7,25,64,521,8.2,90.3,0.0,0.0,0.1,0.9
E08000029,SOLIHULL,97978,97240,97.2,89.1,87.8,37.6,87.3,0.0,0.1,0.8,2.0,0.0,97.7,0.0,95280,87261,86024,36828,85491,33,129,793,1960,21,95752,1,9256,86024,33,96,664,1167,9.4,87.8,0.0,0.1,0.7,1.2
E07000246,SOMERSET WEST AND TAUNTON,78317,77778,88.8,32.5,25.7,20.2,20.2,0.8,2.5,4.5,10.5,1.4,96.0,5.5,69565,25457,20092,15854,15854,657,1938,3545,8213,1079,75171,4269,49473,20092,657,1281,1607,4668,63.2,25.7,0.8,1.6,2.1,6.0
