laua,laua_name,pixel_count,prem_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4
E07000166,Richmondshire,131878,25323,2884,322,1833,3.95,3.49,11.70,80.86,11.53,14.20,29.20,45.06,25.64,10.84,13.05,50.46,21.86,18.54,24.34,35.27,,0.93,23.62,75.45,7.13,9.34,28.38,55.15,2.55,0.64,5.03,7.23,84.54,4.68,1.54,12.95,19.48,61.34,12.57,6.78,11.38,11.07,58.20,13.47,5.75,17.38,18.73,44.68,,,4.05,14.01,81.95,0.47,1.96,12.55,19.90,65.13,3.36,1.46,3.79,4.63,86.77,6.07,5.18,10.66,17.27,60.82,21.73,8.69,6.61,10.75,52.22,17.96,11.43,6.84,19.29,44.49,,0.31,3.12,10.89,85.68,2.51,5.38,4.67,23.35,64.09,1.78,1.19,1.07,4.95,91.02,3.37,2.28,5.57,12.26,76.52,10.99,6.80,7.36,8.89,65.95,11.42,6.39,9.81,15.00,57.38,,,1.25,5.61,93.14,0.26,1.37,5.08,13.80,79.49,1.72,0.48,0.36,3.03,94.42,3.29,0.82,1.63,4.91,89.35,7.75,5.83,4.90,6.57,74.95,11.68,2.55,7.32,7.96,70.48,,,,0.62,99.38,,0.31,2.07,4.82,92.79
E07000167,Ryedale,150643,29987,2696,0,1516,4.08,2.50,19.18,74.23,14.05,12.05,40.08,33.82,17.94,9.71,16.05,56.30,17.93,22.04,29.63,30.41,,,,,7.17,13.85,36.24,42.74,1.27,1.41,6.66,9.15,81.50,4.17,2.05,24.99,18.51,50.28,4.11,5.01,15.97,13.45,61.47,4.70,6.87,18.71,21.73,47.99,,,,,,1.94,0.67,9.49,19.98,67.92,2.55,1.05,1.24,5.54,89.61,4.67,4.32,7.88,25.42,57.71,8.00,5.53,6.11,8.72,71.63,3.67,9.19,9.16,17.54,60.43,,,,,,1.27,2.61,5.13,17.02,73.97,1.08,1.39,1.09,3.51,92.92,3.28,1.65,4.61,15.44,75.02,3.45,3.72,5.48,9.64,77.70,1.99,5.06,6.84,14.09,72.02,,,,,,1.27,1.27,3.33,9.66,84.47,0.25,0.88,0.61,0.79,97.48,2.52,1.01,1.12,4.63,90.72,1.15,2.29,2.49,4.87,89.19,0.19,2.01,3.04,5.37,89.39,,,,,,0.20,1.34,1.26,1.77,95.43
E07000168,Scarborough,81660,62898,2255,0,1754,0.89,2.60,6.44,90.07,3.50,4.74,25.32,66.45,16.45,12.03,16.23,55.28,7.39,9.70,31.72,51.19,,,,,7.90,9.65,32.56,49.89,0.89,0.48,1.75,4.57,92.30,2.10,0.94,7.41,11.44,78.10,5.66,5.23,11.90,13.07,64.15,0.35,0.83,13.77,20.58,64.47,,,,,,0.45,1.06,15.16,18.36,64.97,0.40,1.33,0.57,2.73,94.98,1.30,2.34,2.57,12.99,80.80,7.83,7.61,6.76,10.07,67.74,0.96,2.63,5.41,20.67,70.33,,,,,,1.06,2.93,5.39,22.17,68.45,0.25,0.75,0.47,1.06,97.47,0.78,1.34,1.62,6.52,89.74,4.15,3.99,4.57,10.73,76.56,0.30,0.48,1.83,13.34,84.05,,,,,,0.39,0.61,1.85,13.64,83.50,0.07,0.14,0.39,0.57,98.84,0.40,1.06,0.71,2.62,95.21,1.12,2.16,3.09,4.90,88.74,0.13,0.22,0.57,2.25,96.83,,,,,,0.17,0.28,0.73,2.39,96.43
E07000169,Selby,59937,42721,2420,217,2057,0.14,0.75,10.42,88.69,4.67,13.10,36.52,45.71,0.45,2.04,12.92,84.58,5.14,10.08,37.55,47.22,,,22.00,78.00,3.38,8.53,36.33,51.76,,,1.23,4.92,93.85,0.07,0.44,13.63,17.03,68.83,,,0.86,5.17,93.98,0.20,0.24,15.49,28.98,55.08,,,2.76,10.54,86.69,,0.05,12.85,25.50,61.60,,0.00,,2.61,97.38,1.14,1.83,3.88,22.51,70.64,0.00,0.02,0.28,1.47,98.23,0.61,1.27,3.71,20.91,73.50,,,,7.33,92.67,0.29,1.17,3.59,19.98,74.97,,,,0.62,99.38,0.03,0.17,2.42,11.02,86.36,,,0.00,0.68,99.31,0.16,0.20,1.81,13.27,84.55,,,,3.20,96.80,,,1.65,12.17,86.18,,,,,100.00,,,0.00,2.18,97.81,,,,0.00,100.00,,,0.08,1.16,98.76,,,,0.91,99.09,,,,0.92,99.08
E07000170,Ashfield,10957,59010,1123,97,539,,0.00,9.17,90.83,0.38,4.30,53.33,41.99,0.22,0.77,14.65,84.36,2.41,7.85,45.81,43.93,,,36.12,63.88,3.54,9.86,40.06,46.54,,,0.05,0.81,99.14,,,9.05,18.76,72.18,,,0.45,4.00,95.55,,0.18,13.97,25.01,60.84,,,,17.56,82.44,,0.37,10.04,24.71,64.88,,,0.01,0.15,99.84,0.01,0.14,2.03,13.06,84.76,0.05,0.11,0.32,3.30,96.23,0.27,1.70,4.46,22.64,70.93,,,1.03,16.52,82.44,0.56,3.17,7.06,29.14,60.07,,,,0.04,99.96,,,0.14,4.07,95.79,,,0.08,1.07,98.85,,,1.52,13.02,85.46,,,,2.06,97.94,,,2.61,13.76,83.63,,,,,100.00,,,,0.09,99.91,,,0.01,0.07,99.92,,,,1.52,98.48,,,,,100.00,,,,2.97,97.03
E07000171,Bassetlaw,63802,56506,3198,63,2265,0.06,0.98,11.68,87.28,5.77,8.08,44.04,42.11,2.54,2.98,15.31,79.17,8.46,10.31,34.58,46.64,,,36.49,63.51,5.77,9.12,37.47,47.65,,,0.61,3.48,95.90,0.08,0.43,18.07,17.36,64.05,0.05,0.21,2.12,7.04,90.59,1.20,1.40,14.09,21.48,61.82,,,4.76,12.69,82.55,,0.45,14.87,23.79,60.89,,0.01,0.03,0.94,99.01,1.53,2.62,5.15,17.46,73.24,0.01,0.68,1.32,3.90,94.09,1.86,3.72,5.93,19.44,69.05,,,1.59,7.93,90.48,1.25,2.40,5.90,20.29,70.16,,,0.01,0.28,99.71,0.00,0.30,2.58,9.13,87.98,,0.04,0.16,3.19,96.61,0.19,1.49,3.57,11.65,83.11,,,1.59,3.17,95.24,,0.27,3.14,13.09,83.50,,,,,100.00,,0.01,0.02,0.78,99.19,,,0.02,0.16,99.83,,0.15,0.46,2.36,97.02,,,,,100.00,,,0.04,1.72,98.24
E07000172,Broxtowe,8015,52279,856,161,653,,,1.50,98.50,0.04,0.68,25.02,74.27,,0.09,4.04,95.87,,0.82,20.87,78.31,,,29.16,70.84,,1.07,22.77,76.16,,,0.30,0.68,99.02,,,2.54,5.20,92.26,,,0.16,1.56,98.28,,,2.79,8.74,88.47,,,0.62,6.20,93.18,,,1.98,7.33,90.69,,,,0.23,99.77,,0.03,0.26,7.88,91.84,,,0.01,0.94,99.04,,0.23,0.82,10.36,88.59,,1.24,3.10,4.97,90.69,,0.61,1.53,8.39,89.47,,,,0.09,99.91,,,0.02,1.82,98.16,,,,0.35,99.65,,,0.35,5.12,94.54,,,,1.86,98.14,,,0.30,4.11,95.59,,,,,100.00,,,,0.22,99.78,,,,,100.00,,,,1.74,98.26,,,,,100.00,,,,1.98,98.02
E07000173,Gedling,12014,55284,797,0,451,,0.02,1.39,98.59,0.36,3.83,23.93,71.88,0.02,1.10,11.13,87.75,2.51,9.52,29.73,58.24,,,,,0.44,7.74,28.16,63.65,,,0.01,0.17,99.82,,,2.03,4.97,93.00,,,0.62,4.66,94.72,,,6.65,15.18,78.17,,,,,,,,9.52,13.96,76.52,,,0.01,0.22,99.77,0.01,0.31,3.39,16.53,79.77,,0.02,0.78,4.70,94.50,1.76,2.26,8.92,16.94,70.12,,,,,,0.22,0.44,11.09,11.54,76.70,,,,0.03,99.97,,,0.36,1.62,98.02,,,0.03,3.18,96.79,,,3.90,9.29,86.82,,,,,,,,5.54,7.98,86.48,,,,0.01,99.99,,,0.01,0.16,99.83,,,,0.24,99.76,,,0.38,4.02,95.60,,,,,,,,0.67,6.43,92.90
E07000174,Mansfield,7661,52782,843,0,604,,0.15,4.02,95.83,1.22,4.85,28.18,65.75,1.17,0.74,8.95,89.15,0.24,2.38,26.78,70.61,,,,,0.33,2.82,28.28,68.57,,0.00,,0.77,99.23,0.18,0.00,5.86,9.14,84.82,,0.01,1.06,6.63,92.29,,,4.96,11.03,84.01,,,,,,,,6.43,12.58,80.99,,,0.15,0.27,99.58,0.44,0.96,3.30,20.15,75.15,0.05,0.36,0.68,2.69,96.22,,0.48,3.09,17.06,79.38,,,,,,,0.66,3.82,20.50,75.02,,,,0.13,99.87,0.15,0.03,0.59,5.28,93.95,,,0.16,2.33,97.52,,,0.48,5.68,93.84,,,,,,,,0.50,6.77,92.73,,,,,100.00,,,0.15,0.25,99.60,,,,0.11,99.89,,,,,100.00,,,,,,,,,,100.00
E07000175,Newark and Sherwood,65123,59199,2716,0,2142,0.22,1.18,6.63,91.96,4.97,10.20,30.84,53.99,1.57,4.63,13.84,79.96,7.81,12.65,24.78,54.76,,,,,7.98,14.37,24.94,52.71,,,0.36,1.20,98.44,0.35,0.63,5.87,13.46,79.69,,0.02,0.97,6.40,92.62,0.11,0.70,7.19,17.29,74.71,,,,,,0.14,0.61,8.20,18.30,72.75,,0.05,0.35,4.74,94.86,0.90,2.65,11.92,30.37,54.16,0.03,0.38,1.66,6.18,91.75,2.11,4.45,8.90,25.33,59.21,,,,,,2.03,5.27,9.54,24.72,58.44,,,0.02,0.22,99.76,0.15,0.46,2.11,8.55,88.73,,0.00,0.08,2.69,97.23,,0.48,2.80,11.46,85.27,,,,,,,0.47,3.22,12.64,83.67,,,,0.00,100.00,,0.04,0.17,1.69,98.10,,,0.02,0.16,99.82,,,0.11,1.60,98.29,,,,,,,,,1.80,98.20
E07000176,Rushcliffe,40927,54013,1471,0,1406,0.12,0.50,7.39,91.99,4.08,8.63,26.73,60.56,0.06,1.02,13.40,85.53,6.28,9.12,27.07,57.53,,,,,6.57,9.54,27.74,56.15,,,0.55,3.64,95.81,0.01,0.10,7.76,11.00,81.13,,,0.69,3.65,95.66,,0.14,14.98,17.47,67.41,,,,,,,0.14,15.67,18.13,66.06,,,0.08,3.44,96.48,0.67,1.87,5.48,21.10,70.87,,0.01,0.06,1.80,98.13,0.48,3.63,6.48,17.84,71.57,,,,,,0.50,3.80,6.78,18.30,70.62,,,0.05,0.56,99.39,0.01,0.02,2.67,7.47,89.83,,,0.01,0.54,99.45,,0.07,4.09,11.30,84.54,,,,,,,0.07,4.28,11.74,83.91,,,,0.04,99.96,,,0.08,1.29,98.63,,,,0.01,99.99,,,0.13,1.30,98.57,,,,,,,,0.14,1.36,98.50
E07000177,Cherwell,58869,71070,2775,464,2218,0.02,0.40,7.53,92.05,4.91,9.20,23.18,62.70,0.22,1.93,12.67,85.19,5.78,11.37,27.96,54.89,0.43,1.29,19.49,78.79,3.89,9.79,25.83,60.48,,,1.93,3.57,94.50,,0.22,10.47,13.36,75.95,,,3.65,7.31,89.04,0.04,0.25,12.54,20.82,66.36,,,3.91,5.42,90.67,,0.22,6.77,16.00,77.01,,0.05,0.47,2.78,96.70,0.62,3.03,7.39,19.14,69.83,0.00,0.08,1.20,4.52,94.18,0.57,2.04,9.34,19.97,68.08,,,0.87,6.72,92.41,0.31,0.95,4.95,17.58,76.21,,,0.19,1.32,98.49,,0.06,3.57,7.80,88.56,,,0.73,2.38,96.89,,0.11,4.27,11.44,84.18,,,0.87,2.82,96.31,,0.09,1.13,7.18,91.61,,,,0.02,99.98,,0.00,0.35,1.80,97.85,,,0.00,0.12,99.87,,,0.85,1.41,97.74,,,,,100.00,,,0.04,0.18,99.77
E07000178,Oxford,4565,66570,696,0,480,,,2.56,97.44,,0.30,21.98,77.72,,,2.53,97.47,,,15.52,84.48,,,,,,,15.61,84.39,,,0.12,0.23,99.65,,,3.71,2.94,93.36,,,0.09,0.37,99.54,,,2.73,3.15,94.12,,,,,,,,2.49,3.95,93.56,,,,0.01,99.99,,,0.56,6.02,93.42,,,,0.04,99.96,,,0.57,5.30,94.12,,,,,,,,0.83,6.65,92.52,,,,,100.00,,,0.04,0.41,99.55,,,,,100.00,,,0.29,0.86,98.86,,,,,,,,0.41,1.25,98.34,,,,,100.00,,,,,100.00,,,,,100.00,,,,,100.00,,,,,,,,,,100.00
E07000179,South Oxfordshire,67843,66961,3525,320,2232,0.51,0.82,9.09,89.59,5.35,8.39,33.99,52.27,3.99,3.58,15.21,77.21,10.84,12.33,32.14,44.70,3.14,1.26,23.09,72.51,7.38,11.67,31.51,49.44,0.07,0.05,1.12,4.78,93.98,0.27,0.40,12.23,15.07,72.03,0.14,0.39,4.45,9.88,85.13,1.99,0.49,15.36,23.28,58.88,,,5.61,15.30,79.09,0.05,0.18,11.55,20.56,67.66,0.14,0.16,0.61,9.93,89.17,1.26,2.62,7.65,31.38,57.10,1.46,1.65,2.69,5.83,88.38,4.34,4.91,9.42,21.64,59.69,2.51,0.31,5.34,12.53,79.31,1.63,4.42,8.40,19.62,65.93,0.07,0.04,0.14,0.64,99.11,0.25,0.29,2.42,14.70,82.33,0.13,0.34,1.64,3.35,94.55,1.96,0.34,4.93,15.39,77.37,,,2.20,5.97,91.83,,0.14,3.37,12.67,83.82,0.01,0.08,0.03,0.12,99.77,0.13,0.10,0.31,3.32,96.15,0.01,0.16,0.33,0.89,98.60,1.85,0.23,1.09,3.41,93.42,,,,1.26,98.74,,,0.41,3.35,96.24
E07000180,Vale of White Horse,57864,61663,3211,0,1982,0.05,0.24,8.03,91.68,3.17,7.32,27.57,61.94,0.93,2.35,12.20,84.53,4.84,13.13,32.35,49.68,,,,,3.18,10.14,30.49,56.19,,,0.67,3.28,96.05,0.01,0.04,10.81,11.71,77.43,,0.01,1.85,5.70,92.45,,0.27,11.00,22.12,66.61,,,,,,,0.24,7.71,17.95,74.10,,,0.07,6.68,93.25,0.42,1.12,4.05,23.95,70.46,0.02,0.19,1.11,3.81,94.87,0.52,1.89,6.24,21.02,70.33,,,,,,0.10,0.79,4.43,19.10,75.57,,,0.02,0.22,99.76,,0.02,1.73,8.01,90.24,,,0.26,1.40,98.34,,0.06,1.50,9.99,88.45,,,,,,,,0.64,6.18,93.18,,,,0.01,99.99,,,0.04,0.73,99.23,,,,0.07,99.93,,,0.18,1.73,98.09,,,,,,,,0.24,0.71,99.05
E07000181,West Oxfordshire,71441,52231,3547,0,1909,0.06,0.49,14.71,84.74,5.48,9.72,45.46,39.33,1.62,2.18,14.24,81.96,6.55,13.59,34.90,44.96,,,,,5.02,11.86,36.72,46.40,,,1.23,5.01,93.76,0.03,0.08,16.32,19.49,64.08,0.09,0.12,2.13,7.08,90.58,0.09,0.06,12.94,21.26,65.66,,,,,,,,12.85,21.03,66.12,0.00,0.04,0.27,4.60,95.09,1.16,2.54,9.42,34.28,52.60,0.23,0.48,1.18,6.52,91.60,1.11,3.29,7.69,24.00,63.91,,,,,,0.31,2.53,6.95,21.68,68.53,,,0.03,1.51,98.45,0.03,0.07,3.05,14.85,82.00,0.06,0.09,0.31,2.40,97.14,0.09,0.03,3.30,10.88,85.70,,,,,,,,1.82,10.70,87.48,,,,0.11,99.89,,0.02,0.09,3.48,96.40,0.00,0.01,0.05,0.25,99.69,,,0.09,2.21,97.71,,,,,,,,,0.88,99.12
E07000187,Mendip,73944,55760,3662,0,2333,0.64,2.11,13.70,83.55,10.41,10.84,35.31,43.45,1.52,3.36,13.65,81.47,11.52,13.60,25.66,49.22,,,,,7.98,13.03,24.14,54.86,,0.01,1.54,3.93,94.52,0.22,1.52,13.32,16.93,68.00,0.01,0.07,4.12,6.07,89.72,0.80,1.63,10.23,16.33,71.01,,,,,,0.09,0.55,6.34,15.58,77.44,0.20,0.61,2.34,13.19,83.67,3.10,8.03,11.00,22.31,55.57,0.65,1.47,4.30,9.08,84.50,5.87,5.49,12.29,23.83,52.52,,,,,,1.66,3.88,12.27,23.41,58.78,,0.01,0.54,2.03,97.42,0.16,1.12,5.19,11.78,81.74,0.01,0.05,2.54,3.24,94.16,0.80,1.39,6.94,7.23,83.64,,,,,,0.09,0.43,2.86,5.78,90.85,,0.00,0.15,0.34,99.51,0.08,0.28,1.98,3.89,93.77,0.01,0.02,0.98,1.45,97.54,0.58,0.77,4.46,2.71,91.47,,,,,,,0.04,0.80,1.60,97.56
E07000188,Sedgemoor,56425,59189,2174,407,1831,0.24,1.21,10.26,88.28,8.45,9.87,36.62,45.06,2.91,3.12,11.02,82.94,13.94,12.86,33.01,40.18,,1.73,36.43,61.84,6.71,9.63,36.51,47.15,0.01,0.09,1.45,4.29,94.16,0.43,2.03,13.86,16.06,67.62,0.34,0.90,2.53,6.06,90.17,3.42,1.64,15.85,22.51,56.58,,,14.28,16.75,68.97,0.67,1.16,16.09,21.53,60.55,0.15,0.19,0.50,5.78,93.38,2.08,4.84,9.68,20.14,63.27,1.87,1.32,2.23,5.62,88.97,5.69,5.84,14.36,22.41,51.69,,,5.17,31.87,62.96,0.78,4.71,11.06,21.82,61.64,0.01,0.08,0.09,0.48,99.35,0.24,0.67,3.68,10.29,85.12,0.31,0.79,1.29,1.40,96.22,3.00,0.81,4.44,12.50,79.26,,,0.98,9.59,89.43,0.28,0.33,3.80,10.54,85.05,0.00,0.04,0.04,0.03,99.89,0.15,0.14,0.31,1.55,97.85,0.15,0.31,0.72,0.95,97.87,2.20,0.86,1.32,1.91,93.71,,,,,100.00,,0.06,0.89,1.22,97.83
E07000189,South Somerset,95904,84402,4525,0,3123,0.39,0.89,11.80,86.92,9.51,11.83,33.68,44.99,1.07,2.05,9.32,87.56,8.17,11.25,30.70,49.88,,,,,5.99,10.53,32.08,51.40,,0.01,0.67,6.90,92.42,0.34,0.84,10.58,18.85,69.39,0.00,0.08,1.44,4.14,94.35,0.39,0.75,8.92,20.29,69.64,,,,,,0.03,0.17,8.04,18.34,73.43,0.12,0.21,0.93,10.90,87.85,1.68,4.75,11.11,23.66,58.79,0.38,0.67,1.83,7.05,90.07,1.19,3.62,10.00,22.45,62.75,,,,,,0.53,2.01,8.86,20.54,68.06,,0.01,0.10,0.86,99.03,0.27,0.46,2.83,9.36,87.09,0.00,0.03,0.37,1.54,98.06,0.31,0.31,2.27,8.33,88.79,,,,,,,0.03,1.72,7.26,90.98,,,0.01,0.08,99.90,0.11,0.11,0.25,2.86,96.68,,,0.02,0.17,99.82,0.02,0.16,0.27,2.69,96.87,,,,,,,,0.03,1.11,98.86
E07000192,Cannock Chase,7884,47232,605,62,529,,0.04,11.42,88.54,0.38,2.16,50.50,46.97,0.41,2.98,32.33,64.28,0.99,3.15,42.47,53.39,,,43.58,56.42,1.14,3.41,41.96,53.49,,,1.63,3.11,95.26,,0.04,16.90,17.16,65.91,,0.01,5.46,18.76,75.77,,0.17,17.71,12.07,70.06,,,4.86,25.86,69.28,,0.19,15.14,12.87,71.80,,,0.03,0.76,99.20,0.04,0.44,2.41,16.55,80.54,0.06,0.65,3.17,7.24,88.88,0.50,2.15,7.12,8.27,81.96,,,3.22,9.66,87.12,0.57,2.28,6.43,7.18,83.54,,,0.01,0.26,99.72,,0.01,0.65,9.04,90.31,,0.01,0.94,5.28,93.76,,0.17,5.79,7.62,86.42,,,,4.83,95.17,,0.19,6.25,4.54,89.02,,,,0.00,100.00,,,0.01,0.68,99.31,,,0.01,0.23,99.76,,,2.48,2.48,95.04,,,,,100.00,,,2.84,2.65,94.51
E07000193,East Staffordshire,39008,55540,2195,0,1064,0.79,1.08,5.03,93.10,6.30,7.14,31.36,55.20,5.10,6.63,14.23,74.04,14.92,11.61,26.43,47.05,,,,,10.65,7.01,24.60,57.75,,0.00,0.39,2.07,97.53,0.77,0.83,7.42,10.55,80.43,0.01,0.20,3.13,10.41,86.25,2.41,2.00,12.44,19.51,63.65,,,,,,2.24,1.96,8.97,12.95,73.88,0.01,0.30,0.88,1.33,97.47,0.68,2.82,5.21,11.37,79.92,0.33,2.11,4.71,8.49,84.36,2.49,7.27,8.08,17.55,64.61,,,,,,2.43,5.31,4.49,12.72,75.04,,,0.01,0.35,99.64,0.28,0.71,1.09,5.77,92.15,,0.11,0.37,3.46,96.06,1.32,1.72,3.29,11.80,81.86,,,,,,1.59,1.03,2.61,6.61,88.16,,,0.00,0.08,99.91,0.01,0.21,0.66,1.26,97.86,,,0.07,0.34,99.60,0.05,0.95,1.77,3.60,93.63,,,,,,,0.84,1.49,2.14,95.53
E07000194,Lichfield,33123,49395,2077,226,1973,0.19,1.52,14.53,83.76,3.91,8.61,46.32,41.16,0.60,1.85,12.27,85.27,2.77,9.64,36.20,51.39,5.36,3.58,49.82,41.25,2.46,8.14,37.73,51.68,,,1.71,13.04,85.25,0.22,0.81,26.56,22.78,49.63,,0.00,1.34,6.57,92.08,,0.14,14.23,21.78,63.85,,,31.29,32.25,36.46,,,16.14,22.45,61.41,,0.00,0.14,4.86,95.00,0.49,1.99,9.59,37.33,50.60,,0.02,0.43,3.45,96.10,0.34,1.40,6.34,27.77,64.15,,0.89,7.07,44.04,48.00,0.20,1.22,6.17,30.93,61.48,,,,0.92,99.08,0.09,0.26,2.57,20.93,76.15,,,0.01,1.07,98.92,,0.05,0.86,11.14,87.96,,,1.77,36.51,61.72,,,0.95,14.12,84.92,,,,,100.00,,0.00,0.13,3.30,96.56,,,,0.01,99.99,,,,1.86,98.14,,,,14.90,85.10,,,,3.05,96.95
E07000195,Newcastle-under-Lyme,21101,60841,1641,190,1261,0.04,0.18,2.14,97.64,0.96,2.82,30.60,65.63,1.68,2.92,9.96,85.44,7.45,8.18,28.72,55.65,,,24.69,75.31,5.49,7.13,30.59,56.78,,,0.03,0.81,99.17,0.01,0.10,4.67,10.65,84.57,,0.02,1.14,4.18,94.66,0.12,0.84,6.42,16.25,76.38,,,1.58,23.07,75.35,,0.86,4.65,17.70,76.78,0.00,,0.08,0.31,99.61,0.06,0.21,2.41,17.23,80.09,0.22,0.29,1.70,4.53,93.27,0.24,2.47,6.99,16.31,74.00,,,1.05,13.15,85.80,0.16,2.04,5.59,17.42,74.80,,,0.00,0.05,99.95,0.00,0.03,0.48,3.10,96.39,,0.01,0.22,1.24,98.52,,0.36,1.98,6.72,90.94,,,,4.20,95.80,,0.32,1.80,6.78,91.10,,,,,100.00,0.00,,0.05,0.29,99.67,,,0.02,0.19,99.79,,,0.66,1.86,97.47,,,,,100.00,,,0.63,1.80,97.57
E07000196,South Staffordshire,40724,50392,1595,481,1657,0.21,0.37,4.55,94.86,3.46,9.33,21.93,65.28,1.37,3.05,10.90,84.69,6.76,9.27,21.82,62.15,1.42,1.02,28.90,68.66,5.04,6.75,23.24,64.96,,,0.47,1.44,98.09,0.05,0.39,5.48,10.91,83.17,,0.01,0.79,4.26,94.94,,0.12,6.43,19.02,74.43,,,6.81,19.68,73.51,,0.06,6.05,20.49,73.40,,0.01,0.52,2.14,97.34,0.18,1.49,10.05,16.81,71.47,,0.12,2.11,6.41,91.35,0.13,1.93,7.61,21.30,69.04,,1.22,2.04,27.06,69.68,0.06,1.72,6.40,21.96,69.86,,,0.01,0.14,99.84,0.00,0.04,1.56,7.93,90.48,,,0.05,1.62,98.33,,,1.80,7.70,90.51,,,1.02,13.47,85.51,,,1.78,9.15,89.07,,,,0.00,100.00,,0.00,0.21,1.92,97.86,,,,0.19,99.81,,,,1.51,98.49,,,,7.26,92.74,,,,2.78,97.22
E07000197,Stafford,59815,65070,2784,330,2296,0.27,0.83,8.44,90.46,5.40,7.60,32.37,54.63,2.82,5.02,16.15,76.01,11.58,15.48,31.44,41.49,,,15.72,84.28,6.62,11.98,29.55,51.84,0.00,0.02,2.25,3.09,94.63,0.28,0.62,11.54,11.69,75.86,0.03,0.22,2.95,9.50,87.31,0.76,1.55,15.91,21.52,60.25,,,1.82,13.64,84.54,0.17,0.35,13.41,20.20,65.86,0.03,0.16,0.35,2.87,96.58,1.32,2.48,5.87,14.16,76.17,0.28,1.26,2.81,7.73,87.93,1.46,7.05,11.85,21.09,58.56,,,1.52,11.17,87.31,0.86,3.21,9.80,20.26,65.86,0.00,0.01,0.06,0.41,99.51,0.17,0.48,2.38,8.81,88.16,0.03,0.08,0.50,3.08,96.32,0.07,1.49,3.36,14.49,80.59,,,0.91,3.33,95.76,,0.31,2.56,13.31,83.83,,,0.00,0.09,99.91,0.03,0.16,0.18,1.21,98.42,0.00,0.00,0.05,0.29,99.65,,0.66,0.83,3.02,95.50,,,,0.60,99.40,,,0.39,1.83,97.78
