laua,laua_name,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4,per_sites_with_fibre_backhaul
E07000155,South Northamptonshire,1.08,2.27,11.34,85.3,8.1,14.08,37.78,40.05,2.28,5.07,15.37,77.28,4.09,9.97,28.64,57.3,16.09,18.42,24,41.49,1.58,7.88,26.96,63.58,,0,2.28,4.67,93.05,1.08,2.03,15.61,20.07,61.21,,0.04,2.89,8.46,88.61,0.05,0.89,11.35,21.3,66.41,2.48,4,17.18,22.61,53.73,0.05,0.82,7.98,19.34,71.81,0.01,0.13,1.65,3.93,94.28,2.43,4.51,9.19,19.6,64.28,0.02,0.69,2.54,8.3,88.44,0.54,4.09,7.83,19.88,67.66,4.25,8.97,16.6,20.58,49.59,0.33,2.99,5.95,15.61,75.12,,,0.21,1.46,98.33,0.59,1.35,4.63,10.71,82.73,,0.01,0.2,4.03,95.76,,0.1,3.46,12.01,84.43,,2.81,8.66,14.97,72.53,,,2.16,9.36,88.48,,,,0.02,99.98,0.01,0.13,1.51,3.67,94.68,,,0.01,0.2,99.79,,,0.4,2.55,97.05,,,2.28,7.84,89.21,,,0.28,1.91,97.81,58
E07000156,Wellingborough,0.02,0.67,4.09,95.22,2.73,7.49,27.9,61.89,0.16,1.84,9.58,88.42,1.42,7.91,28.68,61.99,6.7,17.99,29.72,45.6,0.5,6.82,31.72,60.96,,,0.17,2.29,97.55,0.01,0.1,7.81,12.83,79.26,,,0.74,5.37,93.9,,,8.3,24.06,67.65,0.29,0.99,13.8,27.52,57.41,,,8.72,25.62,65.66,,0.08,0.31,1.09,98.52,0.6,2.92,4.61,13.38,78.49,,0.13,0.63,4,95.23,0.27,1.95,5.87,17.12,74.79,1.56,7.95,11.26,21.34,57.89,,0.99,5.22,18.32,75.47,,,,0.35,99.65,,0.07,1.75,7.5,90.68,,,0.02,1.03,98.95,,,1.25,10.7,88.05,,0.62,3.84,14.24,81.16,,,1.12,12.09,86.79,,,,,100,,0.05,0.19,1.05,98.71,,,,,100,,,0.18,0.62,99.2,,,0.54,3.43,95.96,,,0.25,0.74,99.01,0
E07000163,Craven,1.91,2.14,8.21,87.74,9.03,8.43,24.69,57.84,21.7,8.41,11,58.89,22.17,12.22,22.87,42.74,42.92,13.77,16.62,26.68,4.45,10.35,31.36,53.84,0.48,0.49,2.38,8.22,88.43,1.97,1.43,12.82,10.85,72.94,8.28,4.96,14.58,12.02,60.16,9.99,3.12,16.98,12.91,57,22.44,6.56,18.93,17.41,34.66,0.33,0.2,5.36,11.35,82.76,1,1.67,1.55,9.37,86.41,3.6,3.56,9.87,20.25,62.72,15.76,9.35,6.47,17.99,50.43,11.87,10.7,8.89,28.81,39.73,33.46,13.37,9.97,18.75,24.44,0.89,2.18,6.65,24.49,65.8,0.37,0.45,0.69,2.14,96.34,1.55,1.15,4.34,10.06,82.9,7.43,4.9,7.9,10.65,69.12,7.76,4.01,5.78,15.87,66.58,,7.35,11.22,16.91,43.96,0.2,0.07,1.07,6.67,91.99,0.28,0.36,0.27,1.47,97.61,0.97,1.04,1.7,6.71,89.58,4.9,4.61,4.61,8.45,77.43,5.63,4.57,3.93,12.44,73.43,,,6.32,13.35,57.26,,0.13,0.07,1.38,98.42,67
E07000164,Hambleton,0.66,1.65,17.51,80.19,7.38,8.68,44.11,39.82,4.13,3.5,16.61,75.76,8.64,10.4,35.91,45.05,20.47,16.64,28.71,34.19,4.38,6.29,36.65,52.68,0.04,0.09,3.25,7.2,89.42,0.71,1.53,22.37,23.28,52.12,0.5,1.17,4.6,8.84,84.89,0.43,0.88,18.08,27.34,53.27,4.27,3.37,22.61,28.21,41.54,,0.31,15.82,25.5,58.38,0.14,0.15,0.87,3.06,95.78,1.92,3.63,9.18,21.1,64.17,1.69,1.74,2.2,5.28,89.1,1.05,2.73,8.73,19.54,67.94,7.24,6.57,12.98,21.43,51.79,0.57,1.12,4.32,17.19,76.79,0.03,0.06,0.28,1.28,98.36,0.34,0.98,5.95,14.33,78.41,0.4,0.99,1.24,2.88,94.5,0.27,0.35,3.45,12.73,83.21,,2.56,5.28,16.46,71.99,,0.11,2.86,9.28,87.75,0,0.01,0.04,0.1,99.85,0.14,0.12,0.7,2.65,96.39,0.07,0.29,0.66,1.04,97.94,,0.05,0.48,2.15,97.31,,,1.98,4.69,90.06,,0.04,0.15,0.77,99.04,47
E07000165,Harrogate,0.47,0.56,8.38,90.59,3.43,5.95,29.51,61.1,8.65,5.03,18.51,67.81,5.11,10.71,35.67,48.51,25.59,14.88,29.57,29.96,3.37,5.92,33.97,56.73,0.05,0.04,2.35,4.91,92.66,0.38,0.59,14.15,12.74,72.14,1.25,2.29,10.9,11.16,74.41,0.53,0.89,18.17,19.04,61.38,8.57,4.89,24.14,23.52,38.88,0.12,0.27,14.65,17.75,67.21,0.26,0.19,0.42,5.26,93.87,1.48,1.92,4.92,24.23,67.44,6.2,2.66,3.16,9.48,78.5,2.03,3.18,9.43,25.28,60.08,17.43,7.61,12.56,21.57,40.83,1.02,1.79,7.29,25.27,64.63,0.05,0.03,0.44,1.52,97.96,0.37,0.45,4.02,10.41,84.76,1.22,2.13,4.98,5.72,85.95,0.53,0.71,5.45,15.06,78.25,,4.34,11.39,18.14,57.83,0.12,0.19,3.91,13.19,82.6,0.03,0.02,0.05,0.11,99.78,0.21,0.21,0.39,2.58,96.61,0.5,1.6,1.8,2.31,93.79,0.17,0.15,0.66,3.4,95.61,,,3.31,7.58,80.88,,,0.16,2.81,97.03,78
E07000166,Richmondshire,3.57,3.14,11.54,81.75,9.74,13.64,30.28,46.35,24.9,11.18,13.3,50.62,21.1,18.74,24.72,35.45,46.27,16.45,16.99,20.29,6.28,9.71,28.97,55.04,2.1,0.61,4.53,7.47,85.28,4.16,1.74,12.82,19.51,61.76,12.39,6.86,10.67,10.98,59.1,13.67,5.61,17.69,17.92,45.1,28.3,7.18,16.67,18.1,29.75,0.62,1.85,12.59,19.14,65.79,2.93,1.4,3.43,5.01,87.23,6.05,5.49,10.37,18.78,59.31,22.09,9.44,7.39,10.14,50.94,18.54,11.35,8.68,18.31,43.13,37.69,13.45,9.59,14.71,24.57,3.15,5.13,6.34,22.72,62.66,1.46,1.02,1.01,4.4,92.11,3.25,2.25,5.4,14.07,75.03,10.81,7.15,7.18,8.56,66.29,11.66,6.32,9.95,14.81,57.26,,7.81,10.12,15.02,40.75,0.46,1.48,4.98,14.16,78.92,1.78,0.42,0.4,2.97,94.42,2.89,0.94,1.63,5.24,89.31,7.68,6.13,5.17,6.59,74.43,11.84,2.75,7.1,9.05,69.25,,,6.53,8.52,55.99,,0.63,1.82,6.15,91.4,86
E07000167,Ryedale,4.18,3.08,19.66,73.08,13.85,12,39.52,34.63,17.4,9.85,16.44,56.31,18.89,18.68,31.42,31.01,41.06,17.69,20.06,21.18,5.59,12.08,38.72,43.61,1.31,1.34,6.55,9.47,81.33,4.9,2.81,25.39,18.31,48.59,4.09,5.08,15.93,13.35,61.55,6.34,6.21,17.99,21.98,47.49,17.79,8.68,20.93,19.42,33.18,1.81,0.6,10.08,20.34,67.17,2.75,1.35,2.74,4.84,88.32,4.69,6.52,8.71,24.03,56.05,9.12,6.11,6.7,10.62,67.46,6.53,7.97,11.99,21.53,51.97,22.17,12.64,12.75,16.51,35.93,2.34,2.27,6.59,23.09,65.71,1.18,1.18,1.14,4.02,92.47,3.46,2.27,5.7,14.45,74.13,3.47,4.14,5.63,9.76,77,3.43,4.07,7.57,13.87,71.06,,7.71,10.13,15.58,51.81,1.74,0.54,3.93,9.52,84.27,0.26,0.92,0.69,1.05,97.08,2.74,1.07,2.12,4.76,89.31,1.14,2.69,2.79,5.43,87.96,1.05,1.99,3.52,6.6,86.84,,,6.1,9.73,69.73,0.8,0.67,1.6,1.96,94.97,78
E07000168,Scarborough,0.86,2.66,6.6,89.88,3.41,4.74,27.24,64.61,15.51,12.25,16.54,55.7,6.75,9.25,32.02,51.97,37.07,16.7,18.89,27.35,7.19,9.3,32.61,50.9,0.84,0.51,1.82,4.48,92.35,2.11,0.96,7.84,12.14,76.95,5.3,5.45,11.87,13.04,64.34,0.44,0.83,13.66,21.9,63.18,17.96,8.6,17.22,19.94,36.27,0.56,1.06,14.65,20.58,63.14,0.4,1.34,0.93,1.92,95.41,1.51,2.62,2.11,11.97,81.8,8.49,7.39,6.67,11.17,66.28,1.39,2.75,5.82,18.57,71.47,21.56,14.52,10.41,13.61,39.9,1.68,2.87,6.19,19.8,69.47,0.24,0.72,0.55,1.18,97.32,0.78,1.44,1.71,6,90.07,3.93,4.29,4.72,10.29,76.77,0.44,0.52,1.66,13.28,84.1,,9.36,9.37,14.52,53.33,0.56,0.67,1.62,13.68,83.46,0.06,0.14,0.51,1,98.29,0.4,1.16,1.04,1.93,95.48,1.09,2.14,3.42,6.21,87.14,0.22,0.35,0.39,2.33,96.71,,,7.11,10.46,67.8,0.28,0.45,0.5,2.49,96.28,75
E07000169,Selby,0.06,0.47,11.19,88.28,4.56,12.75,36.67,46.02,0.4,2,13.24,84.36,4.62,11.16,37.75,46.47,12.27,16.46,29.1,42.16,2.56,8.98,37.3,51.16,,,1.51,4.75,93.74,0.07,0.57,13.86,16.59,68.92,,,0.92,5.23,93.85,0.04,0.37,16.07,30.82,52.7,0.31,1.73,17.47,31.27,49.22,,0.1,13.68,28.15,58.08,,,0.04,2.85,97.11,1.47,1.55,4.43,23.65,68.89,0,0.04,0.2,1.68,98.08,0.73,1.07,5.99,21.32,70.89,0.86,3.45,9.77,20.12,65.79,0.24,1.12,6.03,19.94,72.67,,,,0.71,99.29,0.05,0.23,2.94,11.44,85.34,,,0.01,0.81,99.18,0.04,0.28,2.93,13.27,83.48,,0.52,3.48,12.19,83.66,,,2.77,12.32,84.91,,,,,100,,,0.04,2.56,97.41,,,,,100,,,,1.24,98.76,,,0.18,1.57,98.21,,,,0.97,99.03,64
E07000170,Ashfield,,0.01,8.32,91.67,0.57,10.3,45.12,44.01,0.54,1.39,13.67,84.4,5.45,13.36,39.32,41.87,6.7,13.58,38.43,41.29,8.38,12.46,36.16,43,,,0.05,0.72,99.23,,0.17,9.75,18.8,71.27,,,0.49,4.18,95.33,0.27,0.89,14.41,25.27,59.15,0.69,1.46,11.76,22.02,64.08,0.56,1.49,10.77,24.89,62.28,,0,0.01,0.14,99.85,0.04,0.29,3.45,15,81.22,0.15,0.21,0.42,3.06,96.16,1.16,2.5,5.61,26.35,64.37,1.77,4.17,8.71,24,61.35,2.24,4.28,5.76,31.55,56.17,,,,0.04,99.96,,0.02,0.11,5.57,94.29,,,0.11,1.01,98.88,0.18,0.45,2.15,14.17,83.06,,0.99,3.09,13.13,82.23,0.37,0.93,3.53,14.5,80.66,,,,,100,,,0.01,0.09,99.91,,,0.02,0.06,99.92,,,0.09,1.43,98.48,,,0.34,2.28,97.08,,,0.19,2.78,97.03,63
E07000171,Bassetlaw,0.1,0.67,12.59,86.64,5.46,7.43,44.53,42.59,3.01,2.62,15.57,78.8,8.56,10.14,34.18,47.12,14.44,18.28,31.22,36.05,5.69,9.05,36.64,48.62,0,0,0.48,3.76,95.75,0.08,0.8,21.23,17.45,60.43,0.24,0.58,2.02,6.45,90.71,1.33,1.34,14.61,22.4,60.32,2.78,2.13,14.54,24.07,56.48,,0.27,15.22,24.5,60.02,0,0.03,0.03,0.74,99.2,1.51,2.46,4.04,17.01,74.98,0.01,1.74,1.21,3.78,93.25,2.3,4.1,6.35,20.76,66.51,2.02,7.73,11.11,23.11,56.03,1.52,2.62,5.81,21.13,68.93,,0,0.01,0.26,99.72,0.02,0.34,2.54,9.34,87.76,,0.48,0.6,3.56,95.36,0.34,1.46,4,11.5,82.7,,2.98,4.28,14.82,77.25,,0.27,3.4,13.1,83.24,,,,0,100,0,0.03,0.03,0.72,99.22,,0.01,0.11,0.52,99.36,0.03,0.34,0.68,2.24,96.71,,,1.18,3.62,93.46,,,0.22,1.58,98.2,56
E07000172,Broxtowe,,,1.55,98.45,0.23,1.15,23.34,75.28,0.05,0.2,3.99,95.76,,1.17,21.45,77.38,0.72,2.64,24.92,71.71,0.15,1.84,21.71,76.3,,,0.3,0.83,98.87,,,2.7,5.86,91.44,,,0.16,1.81,98.02,,,3.38,9.21,87.42,0.02,0.17,5.12,13,81.67,,,1.83,7.79,90.38,,,,0.19,99.81,,,0.19,6.27,93.55,,0.01,0.04,1.02,98.93,,,0.7,9.54,89.76,0.19,0.34,1.68,9.7,88.09,,,1.53,8.54,89.93,,,,0.09,99.91,,,0.02,1.8,98.18,,,,0.42,99.58,,,0.35,5,94.65,,0.11,0.49,4.63,94.75,,,0.3,4.26,95.43,,,,,100,,,,0.19,99.81,,,,,100,,,,1.74,98.26,,,0.04,0.99,98.96,,,,1.82,98.18,67
E07000173,Gedling,0,0.2,1.64,98.16,1.58,3.98,21.26,73.18,0.12,1.91,11.5,86.46,4.01,11.26,30.35,54.38,6.29,12.92,27.11,53.68,1.33,7.08,31.93,59.67,,,0.01,0.13,99.86,0,0.08,1.85,4.53,93.54,,,0.68,4.9,94.42,,,8.67,14.3,77.03,0.09,0.75,9.42,16.03,73.71,,,11.53,12.86,75.62,,0,0.03,0.41,99.56,0,0.58,3.54,17.64,78.24,,0.03,0.34,5.21,94.42,1.26,2.51,11.42,22.06,62.75,0.77,3.87,9.91,20.75,64.69,0.22,0.22,13.09,17.95,68.52,,,0.01,0.02,99.97,,0.02,0.62,1.93,97.43,,,0.05,3.06,96.89,,,5.15,9.16,85.68,,0.46,4.87,13.04,81.6,,,6.21,8.65,85.14,,,,0,100,,0,0.03,0.34,99.63,,,,0.22,99.78,,,0.38,4.15,95.47,,,0.19,5.1,94.68,,,0.67,6.43,92.9,70
E07000174,Mansfield,0.05,0.02,3.99,95.93,3.12,6.15,28.46,62.28,1.53,1.21,8.91,88.36,1.66,5.94,29.64,62.76,7.64,12.63,31.88,47.85,1.49,6.3,28.12,64.09,,0,,1.63,98.37,0.07,0.08,6.61,9.95,83.29,,0.07,1.13,7.94,90.86,,,6.03,11.39,82.58,1.47,1.58,8.54,23.38,65.04,,,6.93,12.92,80.15,0.04,0,0.02,0.23,99.71,0.12,1.58,6.79,17.38,74.13,0.05,0.25,0.81,3.12,95.76,0.12,0.95,4.04,17.53,77.36,1.99,4.29,8.07,25.63,60.03,0.17,1.16,5.31,20.5,72.86,,0,,0.27,99.73,0.07,0,0.82,6.53,92.58,,0.05,0.16,2.68,97.11,,,0.59,6.4,93.01,,1.38,3.41,14.71,79.55,,,0.66,7.77,91.56,,,,,100,0.04,0,0.02,0.23,99.71,,,,0.09,99.91,,,,,100,,,0.77,3.12,95.8,,,,,100,70
E07000175,Newark and Sherwood,0.3,2.03,6.77,90.89,6.43,10.05,28.98,54.55,2.19,7.8,15.88,74.13,9.75,15.1,24.71,50.44,15.63,26.43,24.47,33.47,9.93,17.3,24.62,48.16,,0.02,0.4,1.31,98.27,0.47,1.21,6.52,11.37,80.43,0.01,0.11,1.29,7.32,91.27,0.44,2.19,8.08,17.06,72.22,2.33,4.38,15.54,23.19,54.56,0.51,2.46,9.09,17.83,70.11,0,0.12,0.76,5.17,93.95,1.34,2.87,12.02,30.1,53.68,0.06,0.87,2.97,7.62,88.49,2.87,6.61,11.1,26.05,53.38,4.58,11.46,18.53,27.47,37.96,2.81,7.91,11.98,24.88,52.42,,,0.04,0.3,99.65,0.33,0.85,2.3,8.57,87.96,,0.04,0.21,3.13,96.62,0.07,1.61,4.29,12.2,81.82,,3.21,9.71,18.2,67.9,0.05,1.77,5.21,13.3,79.67,,,,0.01,99.99,0,0.11,0.64,2.02,97.23,,,0.01,0.2,99.79,,,0.47,3.57,95.95,,,2.84,6.5,89.9,,,0.37,4.25,95.37,87
E07000176,Rushcliffe,0.3,1.75,5.56,92.39,5.38,9.1,25.07,60.44,0.32,4.06,15.18,80.44,9.06,11.16,27.97,51.8,15.29,24.73,27.29,32.7,9.48,11.61,28.69,50.23,,,0.39,3.54,96.07,0.37,1.53,7.25,10.85,80.01,,0,0.32,3.2,96.48,0.56,2.29,12.51,17.71,66.94,0.65,3.12,13.91,24.48,57.84,0.58,2.4,13.08,18.3,65.64,,0.05,0.28,4.49,95.19,1.6,2.96,7.11,19.5,68.83,,0.03,0.58,5.01,94.38,2.11,5.14,10,21.98,60.78,2.81,8.44,20.39,23.71,44.65,2.21,5.37,10.46,22.63,59.34,,,0.05,0.39,99.56,0.2,0.79,2.96,7.43,88.62,,,0.01,0.37,99.61,0.21,0.34,5.07,11.58,82.8,,1.07,5.39,15.88,77.57,0.22,0.36,5.3,12.04,82.08,,,,,100,,0.02,0.24,2.34,97.39,,,,,100,,0.07,0.28,2.28,97.38,,,0.47,4.34,95.18,,0.07,0.29,2.39,97.26,64
E07000177,Cherwell,0.09,0.44,7.74,91.73,4.81,9.61,24.26,61.32,0.39,2.38,13.01,84.23,6,13.27,27.99,52.75,12.45,17.55,25.83,44.17,3.94,11.85,25.37,58.84,,,1.99,3.79,94.21,0.11,0.48,10.25,13.51,75.66,0,0,3.78,7.56,88.66,0.21,0.79,12.15,21.97,64.88,0.39,1.85,19.58,24.15,54.03,,0.5,6.67,16.4,76.43,0.01,0.06,0.41,2.88,96.63,0.84,4.42,7.79,18.88,68.07,0.03,0.21,1.22,4.37,94.17,0.92,3.35,10.49,18.76,66.49,2.38,6.28,13.53,21.4,56.4,0.13,1.44,7.35,15.88,75.2,,,0.19,1.26,98.55,0.07,0.23,3.63,7.94,88.14,,0,0.71,2.39,96.89,0.11,0.49,4,11.84,83.56,,1.06,6.7,17.38,74.62,,0.09,1.49,7.85,90.57,,,,0.02,99.98,0.01,0.06,0.34,1.93,97.65,,,0,0.1,99.9,,,1.06,1.21,97.74,,,1.11,3.72,94.96,,,0.04,0.31,99.64,52
E07000178,Oxford,,,5.01,94.99,,0.21,24.61,75.18,,,4.05,95.95,,,16.23,83.77,,0.22,24.06,75.72,,,16.03,83.97,,,1.82,3.18,95,,,8.55,3.56,87.9,,,0.99,1.76,97.24,,,3.02,3.73,93.26,,,5.31,6.03,88.67,,,2.7,4.99,92.31,,,,,100,,,0.34,4.65,95.01,,,,0.02,99.98,,,1,4.29,94.71,,,0.31,5.22,94.48,,,1.45,6.22,92.33,,,,,100,,,0.04,1.29,98.66,,,,,100,,,0.29,1.86,97.86,,,0.07,1.51,98.43,,,0.41,2.7,96.89,,,,,100,,,,,100,,,,,100,,,,,100,,,,0.02,99.98,,,,,100,83
E07000179,South Oxfordshire,0.5,0.66,8.68,90.16,4.97,7.78,33.66,53.59,3.83,3.86,15.34,76.97,11.04,11.63,33.86,43.47,17.13,15.58,30.8,36.49,7.67,10.36,34.47,47.5,0.08,0.05,1.46,4.71,93.7,0.3,0.6,12.69,15.21,71.21,0.26,0.45,4.44,10.26,84.59,2.14,1.37,15.07,23.08,58.34,3.11,2.64,19.87,23.66,50.73,0.09,0.81,11.15,20.6,67.35,0.14,0.12,0.44,10.72,88.59,1.36,3.14,8.65,32.57,54.28,1.59,1.57,3.1,7.12,86.62,4.94,5.65,12.03,23.67,53.71,7.87,8.31,15.76,23.1,44.96,2.08,5.6,11.72,22.93,57.68,0.08,0.04,0.14,0.66,99.09,0.27,0.35,2.41,15.22,81.77,0.25,0.39,1.56,3.41,94.4,2.02,0.92,4.85,15.39,76.83,,2.24,8.66,16.75,69.69,,0.4,3.69,12.76,83.15,0.02,0.07,0.04,0.13,99.75,0.14,0.1,0.34,3.61,95.82,0.04,0.18,0.4,0.98,98.4,1.91,0.29,1.32,3.93,92.56,,,2.51,5.44,89.2,,0.05,0.77,3.86,95.33,58
E07000180,Vale of White Horse,0.02,0.3,7.87,91.81,2.89,7.36,26.7,63.05,0.83,2.52,11.84,84.81,4.77,13.57,32.83,48.83,10.97,19.51,34.3,35.23,3.3,11.47,29.92,55.32,,,0.77,3.47,95.76,0.01,0.04,10.94,11.72,77.3,,0.02,1.87,5.75,92.36,,0.33,11.13,22.24,66.3,0.37,1.17,16.82,25.25,56.38,,0.39,7.52,17.99,74.1,,0.01,0.06,6.77,93.16,0.53,1.35,4.72,23.65,69.75,0.02,0.28,1.31,5.87,92.53,0.58,2.63,8.41,28.85,59.52,2.31,5.65,13.97,32.04,46.03,0.05,0.9,5.64,25.53,67.89,,,0.02,0.2,99.78,,0.02,1.84,8.07,90.08,,,0.27,1.36,98.37,,0.09,1.75,10.21,87.96,,0.57,4.26,13.27,81.7,,,0.78,6.43,92.78,,,,0,100,,0.01,0.03,0.71,99.25,,,0,0.07,99.93,,,0.18,2,97.81,,,0.88,2.97,96.01,,,0.15,1.1,98.76,63
E07000181,West Oxfordshire,0.12,0.63,15.28,83.97,5.71,10.02,46.34,37.93,1.76,2.53,14.69,81.02,6.87,15.3,34.83,43.01,14.9,19.09,30.41,35.6,4.65,13.13,37.23,44.98,,,1.18,4.85,93.97,0.07,0.17,16.41,19.41,63.95,0.12,0.16,2.2,7.08,90.45,0.09,0.17,12.96,22.19,64.58,1.28,1.54,18.1,26.24,52.84,,0.05,13.05,21.25,65.65,0,0.05,0.16,4.24,95.54,1.46,2.69,8.01,35.36,52.49,0.25,0.54,1.15,7.29,90.77,1.51,3.36,10.68,29.13,55.32,3.8,6.38,14.16,31.55,44.11,0.31,2.2,8.71,28.97,59.81,,,0.03,1.53,98.43,0.05,0.1,2.98,14.98,81.87,0.09,0.1,0.34,2.52,96.95,0.06,0.14,3.33,11.25,85.22,,1.09,5.64,16.45,75.8,,,2.02,10.76,87.22,,,,0.14,99.86,0,0.03,0.14,3.08,96.75,0,0.02,0.07,0.27,99.63,,0.03,0.14,1.81,98.02,,,0.95,4.87,93.48,,,,0.73,99.27,53
E07000187,Mendip,0.37,1.21,13.89,84.53,8.56,10.25,37.18,44.01,1.39,3.3,13.5,81.81,10.22,13.69,27.61,48.48,15.61,20.15,26.83,37.42,6.73,13.51,25.72,54.04,0,0.04,1.51,3.86,94.59,0.62,2.1,12.94,17.34,66.99,0.03,0.2,4.03,6.09,89.65,1.39,2.32,9.65,16.89,69.74,2.09,3.56,11.84,18.46,64.05,0.51,0.64,6.55,15.7,76.59,0.16,0.8,2.43,14.25,82.36,4.14,7.57,13.14,22.01,53.14,0.68,1.47,4.98,11.79,81.08,7.08,6.26,16.96,28.3,41.4,8.36,9.25,21.28,30.12,30.99,2.47,4.91,17.07,28.41,47.15,0,0.03,0.52,1.98,97.47,0.38,1.58,5.31,12.33,80.41,0.03,0.17,2.47,3.27,94.06,1.2,2.08,6.28,8.42,82.02,,3,7.57,12.58,75.23,0.26,0.47,3.11,6.66,89.5,,0.01,0.14,0.44,99.41,0.14,0.34,2.41,4.62,92.49,0.01,0.06,0.97,1.59,97.37,0.8,1.01,4.42,3.98,89.8,,,4.53,7.65,86.03,,0.09,1.1,2.83,95.99,82
E07000188,Sedgemoor,0.18,0.9,9.66,89.26,6.99,11.12,36.36,45.53,2.54,2.94,11.14,83.37,12.18,12.76,33.63,41.42,17.5,23.63,28.09,30.77,5.33,9.91,35.86,48.9,0.03,0.08,1.52,4.59,93.79,0.66,2.24,12.92,15.52,68.65,0.67,0.79,2.34,6.29,89.91,3.42,1.97,15.85,22.37,56.39,3.72,4.33,16.15,25.75,50.05,0.67,1.33,16.25,21.3,60.45,0.15,0.24,0.64,7.44,91.53,2.25,4.86,12.02,19.54,61.33,1.94,1.49,2.81,15.34,78.42,6.25,5.6,16.08,27.8,44.26,7.91,9.64,26.26,25.97,30.21,1.05,4.48,12.12,27.12,55.23,0.02,0.07,0.07,0.45,99.38,0.36,0.91,3.57,11.14,84.03,0.6,0.75,1.16,1.43,96.07,3,1.09,4.43,12.79,78.7,,2.75,6.25,16.4,71.26,0.28,0.5,3.58,10.72,84.93,0,0.08,0.02,0.04,99.86,0.15,0.2,0.58,3.7,95.37,0.25,0.48,0.72,1.15,97.41,2.39,0.81,1.32,4.67,90.82,,,2.43,9.07,85.23,,0.11,0.95,3.5,95.44,0
