laua,laua_name,pixel_count,prem_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4
E09000019,Islington,1487,119339,510,0,426,,,0.29,99.71,,1.15,14.36,84.49,,,0.2,99.8,,0.59,12.34,87.07,,,,,,0.23,11.25,88.51,,,,,100,,,0.68,3.76,95.56,,,,,100,,,0.59,3.14,96.27,,,,,,,,0.23,1.88,97.89,,,,,100,,,,2.44,97.56,,,,,100,,,,1.17,98.83,,,,,,,,,1.4,98.6,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100
E09000020,Kensington and Chelsea,1213,98902,449,0,347,,,,100,,,1.53,98.47,,,,100,,,1.57,98.43,,,,,,,1.16,98.84,,,,,100,,,,0.73,99.27,,,,,100,,,,1.11,98.89,,,,,,,,,0.57,99.43,,,,,100,,,,0.07,99.93,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100
E09000021,Kingston upon Thames,3728,70698,609,0,514,,,0.76,99.24,,0.91,22.9,76.19,,,4.44,95.56,,2.29,26.26,71.45,,,,,,2.33,24.7,72.97,,,0.02,0.09,99.89,,,4.71,4.24,91.05,,,0.32,2.4,97.27,,,8.02,6.72,85.26,,,,,,,,6.98,5.44,87.58,,,,0.07,99.93,,,0.31,5.59,94.11,,,,0.4,99.6,,,5.56,8.54,85.89,,,,,,,,5.04,4.87,90.09,,,,0.01,99.99,,,0.08,0.51,99.41,,,,0.16,99.84,,,2.62,6.39,91,,,,,,,,2.71,3.88,93.41,,,,,100,,,,0.05,99.95,,,,,100,,,,0.65,99.35,,,,,,,,,0.58,99.42
E09000022,Lambeth,2679,153674,738,0,614,,,0.9,99.1,,0.21,14.39,85.4,,,1.27,98.73,,0.14,10.56,89.3,,,,,,0.16,8.31,91.53,,,,0.14,99.86,,,0.99,4.38,94.63,,,,0.19,99.81,,,0.41,3.52,96.07,,,,,,,,0.16,2.93,96.9,,,,,100,,,,0.58,99.42,,,,,100,,,,1.36,98.64,,,,,,,,,1.47,98.53,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100
E09000023,Lewisham,3512,139236,658,0,468,,,0.12,99.88,0.68,3.3,19.91,76.11,,,0.14,99.86,0.61,3.64,15.97,79.78,,,,,0.85,2.13,15.62,81.4,,,,0.04,99.96,,,0.44,2.45,97.11,,,,0.03,99.97,,,0.61,1.37,98.03,,,,,,,,,0.64,99.36,,,,,100,,,,1.85,98.15,,,,,100,,,,1.37,98.63,,,,,,,,,1.28,98.72,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100
E09000024,Merton,3760,90015,704,0,487,,,0.31,99.69,,0.14,17.8,82.07,,0.05,6.23,93.71,,,17.36,82.64,,,,,,,21.39,78.61,,,0.01,0.1,99.89,,,1.35,4.17,94.48,,,0.08,3.55,96.38,,,1.86,5.98,92.16,,,,,,,,2.06,7.41,90.53,,,0,0.01,99.99,,0.01,0.23,2.98,96.78,,,0.26,2.27,97.46,,,0.14,8.54,91.32,,,,,,,,0.21,8.64,91.16,,,,0,100,,,0.01,0.2,99.79,,,,1.35,98.65,,,,3.72,96.28,,,,,,,,,4.13,95.87,,,,,100,,,,0,100,,,,,100,,,,,100,,,,,,,,,,100
E09000025,Newham,3623,128846,752,0,610,,,0.85,99.15,0,0.01,14.23,85.75,,,0.83,99.17,,,14.78,85.22,,,,,,,15.26,84.74,,,,0.07,99.93,,,0.61,5.35,94.04,,,,0.11,99.89,,,0.4,3.59,96.01,,,,,,,,0.49,4.43,95.08,,,,,100,,0,0,0.81,99.19,,,,,100,,,,0.93,99.07,,,,,,,,,1.15,98.85,,,,,100,,,0,0.37,99.63,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100
E09000026,Redbridge,5639,111625,771,75,743,,,0.41,99.59,0.04,1.79,21.17,77,,0.23,3.54,96.23,0.13,1.68,16.32,81.86,,,4,96,0.14,1.75,15.33,82.78,,,0.04,0.3,99.67,,,0.87,3.29,95.84,,,0.2,2.61,97.2,,,1.95,8.72,89.33,,,,2.67,97.33,,,1.35,7.83,90.81,,,,0.41,99.59,,0.05,0.61,7.75,91.6,,,0.07,1.27,98.66,,0.39,1.56,5.84,92.21,,,,1.33,98.67,,0.41,1.62,5.65,92.32,,,,0.07,99.93,,,0.06,1.22,98.72,,,,0.45,99.55,,,0.13,2.48,97.39,,,,1.33,98.67,,,0.14,2.17,97.69,,,,,100,,,,0.37,99.63,,,,,100,,,,0.78,99.22,,,,,100,,,,0.81,99.19
E09000027,Richmond upon Thames,5725,88551,986,0,735,,0,0.7,99.3,,1.51,18.92,79.57,,0.25,10.13,89.62,,1.42,18.87,79.7,,,,,,0.27,18.78,80.95,,,0,0.19,99.81,,,3.66,7.12,89.21,,,0.04,5.2,94.76,,,5.19,7.12,87.7,,,,,,,,4.5,5.87,89.63,,,,0,100,,0,0.01,5.87,94.13,,,0.02,0.82,99.16,,,0.31,5.39,94.3,,,,,,,,,5.73,94.27,,,,0,100,,,,0.24,99.76,,,,0.18,99.82,,,,0.81,99.19,,,,,,,,,0.27,99.73,,,,,100,,,,0,100,,,,,100,,,,,100,,,,,,,,,,100
E09000028,Southwark,2889,148714,779,0,587,,,0.07,99.93,,1.7,17,81.31,,,0.45,99.55,,1.54,15.17,83.29,,,,,,2.05,16.89,81.07,,,,0,100,,,0.19,2.25,97.56,,,,0.1,99.9,,,,2.7,97.3,,,,,,,,,3.41,96.59,,,,,100,,,0.01,2.54,97.45,,,,,100,,,,2.44,97.56,,,,,,,,,3.24,96.76,,,,,100,,,,0.01,99.99,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100
E09000029,Sutton,4383,87477,681,0,362,,,0.51,99.49,0.23,1.24,15.99,82.54,,,1.37,98.63,,0.44,15.57,83.99,,,,,,0.83,17.69,81.47,,,,,100,,,0.87,2.07,97.06,,,,0.07,99.93,,,0.88,2.64,96.48,,,,,,,,0.83,2.76,96.41,,,,0,100,,,0.04,1.59,98.38,,,,0.02,99.98,,,0.29,2.06,97.65,,,,,,,,0.55,0.83,98.62,,,,,100,,,0,0.3,99.7,,,,,100,,,0.29,0.88,98.82,,,,,,,,0.55,0.28,99.17,,,,,100,,,,0,100,,,,,100,,,,,100,,,,,,,,,,100
E09000030,Tower Hamlets,1977,146497,689,0,458,,,0.1,99.9,,0,7.36,92.64,,,0.05,99.95,,,8.27,91.73,,,,,,,7.86,92.14,,,,,100,,,,2.56,97.44,,,,,100,,,,1.45,98.55,,,,,,,,,2.18,97.82,,,,,100,,,,0.41,99.59,,,,,100,,,,1.16,98.84,,,,,,,,,1.31,98.69,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100
E09000031,Waltham Forest,3882,111317,765,0,618,,,1.49,98.51,,0.7,28.79,70.51,,0.05,3.2,96.75,,1.31,24.32,74.37,,,,,,1.62,25.09,73.29,,,,0.2,99.8,,,2.25,8.34,89.42,,,,0.23,99.77,,,2.35,8.1,89.55,,,,,,,,2.59,8.25,89.16,,,,,100,,,0.82,9.5,89.68,,,,0.05,99.95,,,0.79,6.8,92.41,,,,,,,,0.81,5.83,93.36,,,,,100,,,0.17,2.72,97.1,,,,0.03,99.97,,,,2.36,97.64,,,,,,,,,2.59,97.41,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100
E09000032,Wandsworth,3434,157732,811,0,636,,,1.14,98.86,,1.72,21.58,76.7,,0.03,2.76,97.21,,0.87,19.26,79.87,,,,,,,17,83,,,,0.07,99.93,,,0.73,8.32,90.95,,,,1.91,98.09,,,1.36,7.9,90.74,,,,,,,,0.94,6.29,92.77,,,,0.07,99.93,,0.04,0.21,1.96,97.79,,,,0.55,99.45,,,0.37,2.09,97.55,,,,,,,,0.47,2.66,96.87,,,,0,100,,,,0.47,99.53,,,,0.43,99.57,,,,1.47,98.53,,,,,,,,,1.88,98.12,,,,,100,,,,0.07,99.93,,,,,100,,,,,100,,,,,,,,,,100
E09000033,Westminster,2146,163462,810,0,627,,,,100,,,0.92,99.08,,,0.33,99.67,,,1.73,98.27,,,,,,,2.07,97.93,,,,0,100,,,0,0.03,99.97,,,,0.28,99.72,,,,0.37,99.63,,,,,,,,,0.48,99.52,,,,,100,,,0,0.6,99.4,,,,,100,,,,0.62,99.38,,,,,,,,,0.8,99.2,,,,,100,,,,0.01,99.99,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100
N09000001,Antrim and Newtownabbey,57183,60721,3267,519,1961,0.1,0.44,8.55,90.91,4.35,4.13,28.2,63.33,0.93,2.42,17.61,79.03,8.95,8.52,37.1,45.42,,0.18,32.63,67.19,2.76,3.61,37.02,56.61,,0.02,0.76,2.32,96.9,0.14,0.24,6.88,11.62,81.12,,0.01,3.52,7.41,89.06,0.19,0.3,14.92,21.71,62.87,,,4.98,15.35,79.67,,0.05,8.61,18.35,72.99,0,0.06,0.34,1.9,97.7,0.87,2.32,5.1,17.92,73.79,0.1,0.26,1.71,7.88,90.05,1.45,2.9,10.18,26.05,59.41,,,2.77,25.11,72.12,0.1,0.57,4.68,26.53,68.13,,,0.13,0.54,99.33,0.09,0.12,2.61,7.59,89.6,,0,0.9,2.81,96.29,0.19,0.22,6.04,13.63,79.92,,,0.99,11.35,87.66,,0.05,1.99,11.14,86.82,,,,0.09,99.91,0,0.05,0.19,1.63,98.13,,,,0.94,99.06,,0.06,1.22,4.79,93.92,,,,3.55,96.45,,,,1.93,98.07
N09000002,"Armagh City, Banbridge and Craigavon",135329,85921,8085,400,3590,0.74,1.12,24.09,74.05,8.29,8.92,50.03,32.76,3,4.02,27.42,65.57,19.39,14.43,42.7,23.48,,2.57,53.71,43.72,6.08,10.96,50.75,32.22,0,0.04,2.42,6.9,90.64,0.58,0.95,24.65,19.39,54.43,0.02,0.2,6.28,12.44,81.06,2.08,2.11,31.25,24.37,40.2,,,22.8,25.6,51.6,0.11,0.18,28.23,24.93,46.56,0.12,0.19,0.41,2.15,97.13,1.6,3.45,13.15,22.8,59,0.45,0.73,2.04,5.28,91.5,3.83,6.62,18.14,24.59,46.82,,0.24,10.16,30.91,58.7,0.31,2.77,14.81,25,57.11,0,0.03,0.27,0.92,98.78,0.43,0.52,7.32,14.29,77.44,0.01,0.14,1.05,3.31,95.48,1.66,1.25,12.61,21.61,62.86,,,6.83,16.83,76.34,0.02,0.11,9.61,17.72,72.53,,0.01,0.04,0.06,99.89,0.12,0.17,0.37,1.74,97.6,,0.02,0.14,0.44,99.39,0.42,0.48,1.25,3.71,94.14,,,,1.28,98.72,,0.02,0.19,1.83,97.96
N09000003,Belfast,13469,167049,1799,194,1376,,0,0.27,99.73,0.18,0.73,12.5,86.59,,0.19,2.28,97.54,0.29,2.63,12.34,84.74,,,10.77,89.23,0.14,2.44,11.79,85.62,,,0.01,0.04,99.96,,0.01,1.82,2.98,95.19,,,0.09,0.93,98.99,,,0.82,3.42,95.75,,,0.52,5.15,94.33,,,0.65,2.67,96.67,,,,0.12,99.88,0.05,0.26,0.71,9.41,89.58,,,0.01,2.01,97.97,0.06,,0.83,9.35,89.76,,,,5.17,94.83,,,0.72,8.27,91.01,,,,,100,,,0.19,2.64,97.18,,,,0.16,99.84,,,0.05,1.65,98.3,,,,,100,,,,0.93,99.07,,,,,100,,,,0.09,99.91,,,,0.01,99.99,,,,,100,,,,,100,,,,,100
N09000004,Causeway Coast and Glens,198374,66008,9174,0,3572,1.09,1.53,18.84,78.54,11.18,10.39,41.82,36.61,6.43,9.43,23.47,60.67,22.22,12.97,34.34,30.47,,,,,8.13,9.74,39.16,42.97,0.03,0.15,3.34,5.89,90.58,0.75,0.87,19.77,19.54,59.07,1.6,2.5,8.89,12.23,74.78,3.82,3.21,23.18,22.29,47.5,,,,,,1.52,1.1,18.24,18.58,60.56,0.12,0.33,1.01,7.97,90.57,2.91,5.12,16.23,27.66,48.08,5.06,2.49,4.78,8.6,79.07,6.57,7.55,13.24,22.58,50.06,,,,,,2.96,3.44,11.16,21.68,60.76,0.03,0.08,0.52,2.19,97.18,0.57,0.64,8.51,17.75,72.53,0.73,2.54,4.25,6.66,85.82,3.42,2.15,8.93,19.25,66.25,,,,,,1.52,1.01,6.62,14.61,76.23,0.01,0.03,0.16,0.11,99.7,0.12,0.22,0.93,6.8,91.93,0.57,1.22,2.18,2.51,93.52,1.97,1.07,2.19,6.38,88.4,,,,,,1.24,0.81,1.32,4.42,92.21
N09000005,Derry City and Strabane,124158,62547,4310,0,1270,1.53,1.21,16.42,80.84,4.3,3.56,48.66,43.49,15.06,9.78,22.86,52.31,21.9,9.83,35.88,32.39,,,,,1.58,5.34,43.18,49.9,0.33,0.28,5.46,4.67,89.26,1.33,0.8,18.82,19.22,59.83,2.97,3.42,16.48,13.89,63.24,11.95,3.31,23.41,16.56,44.76,,,,,,0.07,0.3,20.23,16.15,63.25,0.64,0.87,2.89,4.19,91.42,2.27,1.96,10.78,16.65,68.34,7.64,7.87,8.86,11.78,63.84,15.22,5.75,16.32,17.12,45.59,,,,,,0.59,1.52,14.12,19.14,64.63,0.28,0.22,1.74,3.28,94.49,1.16,0.63,8.8,11.47,77.95,2.32,2.82,7.35,13.38,74.14,11.09,3.3,11.84,17.45,56.32,,,,,,,0.22,8.69,15.54,75.55,0.13,0.12,0.26,0.7,98.78,0.59,0.58,2.78,4.04,92,0.82,1.74,4.3,6.14,87.01,6.9,4.17,3.9,11.74,73.29,,,,,,,,0.6,7.78,91.62
N09000006,Fermanagh and Omagh,285175,49915,9334,0,3683,2.49,3.75,31.76,62.01,17.74,11.74,45.98,24.54,10.2,9.28,27.35,53.17,30.69,18.37,36.17,14.77,,,,,16.01,14.92,46.33,22.74,0.14,0.31,9.84,12.79,76.92,2.24,2.96,31.26,21.01,42.53,0.99,2.16,13.72,16.15,66.98,3.01,5.29,31.07,25.25,35.38,,,,,,0.97,1.49,27.8,25.31,44.42,0.46,0.86,2.85,6.92,88.9,3.56,5.9,17.96,29.81,42.77,2.3,4.14,7.32,11.8,74.45,4.79,10.96,20.25,27.44,36.56,,,,,,1.62,5.29,12.2,30.82,50.07,0.1,0.18,1.83,4.77,93.12,1.57,1.94,11.49,23.47,61.53,0.62,1.33,4.22,9.84,84,1.56,3.76,13.39,27.76,53.52,,,,,,0.29,1.26,6.94,26.73,64.79,0.02,0.08,0.25,0.93,98.71,0.45,0.73,2.64,6.22,89.96,0.13,0.51,1.33,3.53,94.5,0.09,0.81,4.8,10.67,83.64,,,,,,,0.23,1.06,5.56,93.15
N09000007,Lisburn and Castlereagh,50511,60237,3216,290,1783,0.07,0.35,9.19,90.39,2.58,3.84,40.96,52.63,0.57,2.28,17.76,79.38,10.04,11.16,39.36,39.44,,0.65,12.95,86.4,2.59,5.51,35.59,56.31,,,0.68,3.6,95.72,0.07,0.22,11.49,15.64,72.59,,,2.54,7.36,90.11,0.2,0.99,19.52,22.96,56.33,,,2.12,5.51,92.37,,0.06,12.6,16.88,70.46,0,0.01,0.27,1.13,98.59,0.48,0.97,5.74,16.05,76.76,0,0.1,1.02,3.98,94.9,1.77,3.82,12.69,22.54,59.18,,,0.33,5.99,93.68,0.17,0.63,5.82,16.4,76.98,,,0.13,0.5,99.38,0.03,0.14,3.25,6.47,90.11,,,0.54,1.5,97.96,0.13,0.41,8.64,13.48,77.35,,,,1.67,98.33,,,3.04,6.98,89.98,,,,0,100,,0.01,0.26,1,98.73,,,0.02,0.07,99.91,,0.03,0.37,3.15,96.44,,,,,100,,,,0.5,99.5
N09000008,Mid and East Antrim,104770,61554,5146,121,2332,0.44,0.98,7.49,91.08,4.44,5.87,32.8,56.89,5.82,5.91,16.72,71.55,13.31,11.81,33.88,41,,,24.16,75.84,2.52,7.05,36.56,53.87,0.01,0.08,2.63,4.43,92.84,0.34,0.66,11.72,11.69,75.59,0.32,1.14,9.39,11.13,78.02,1.89,2.62,19.44,18.99,57.07,,,2.5,4.17,93.33,0.37,0.59,15.05,17.03,66.95,0.06,0.26,1.06,2.98,95.64,1.1,2.05,8.67,25.29,62.89,2.41,2.6,4.07,8.14,82.78,4.25,4.8,12.34,21.54,57.07,,,,25.01,74.99,0.75,1.16,8.11,23.12,66.86,0.01,0.06,0.26,1.91,97.76,0.25,0.54,4.25,11.57,83.4,0.28,0.81,2.72,6.51,89.68,1.45,2.06,8.44,14.97,73.08,,,,4.17,95.83,0.28,0.37,3.93,14.81,80.61,,,0.02,0.12,99.86,0.06,0.23,0.85,2.86,96,0.01,0.09,0.68,2.08,97.15,0.19,1.38,2.92,5.58,89.93,,,,,100,0.09,0.23,0.36,4.3,95.01
N09000009,Mid Ulster,182664,55371,7875,109,3282,2.53,3.84,28.81,64.82,19.12,12.09,42.45,26.34,5.1,8.54,30.42,55.93,30.37,15.52,34.27,19.84,,0.95,48.78,50.27,17.78,13.83,40.66,27.72,0.03,0.13,7.08,12.11,80.65,1.87,3.05,28.69,20.82,45.56,0.08,0.35,11.29,16.11,72.17,3.87,4.95,33,23.46,34.72,,,5.59,31.33,63.09,0.23,0.71,30.25,24.64,44.18,0.16,0.34,2.63,11.5,85.37,4.45,8.29,21.4,24.34,41.52,0.58,1.43,4.64,12.18,81.17,7.84,10.01,22.27,25.08,34.8,,0.95,14.04,35.1,49.91,2.72,5.71,22.98,30.58,38,0.03,0.03,0.91,4.17,94.85,1.01,1.8,14.24,20.01,62.96,0.06,0.19,2.01,7.27,90.48,2.62,3.53,16.08,24.41,53.36,,,2.79,20.54,76.66,0.18,0.42,14.26,24.55,60.59,0.02,0.01,0.01,0.16,99.8,0.16,0.28,1.91,8.83,88.83,0.03,0.06,0.3,1.29,98.32,0.86,1.24,3.01,9.81,85.08,,,,5.69,94.31,,,1.15,8.25,90.6
N09000010,"Newry, Mourne and Down",162751,70440,7639,0,4131,6.33,3.97,22.14,67.56,18.25,9.48,32.01,40.26,12.75,8.01,22.19,57.06,29.62,14.1,29.69,26.59,,,,,22.05,11.76,32.68,33.5,1.04,1.56,8.35,9.29,79.76,5.4,2.93,19.82,15.58,56.27,2.2,3.26,9.56,11.03,73.94,9.03,4.46,20.41,18.73,47.37,,,,,,6.23,2.93,18.53,19.27,53.04,2.05,2.34,3.85,6.85,84.91,8.47,6.15,12.83,16.52,56.03,5.27,4.54,5.84,8.77,75.58,14.03,9.12,12.99,18.78,45.08,,,,,,8.25,8.14,11.12,18.67,53.82,0.63,1.25,3.77,3.68,90.66,4.73,2.78,8.74,13.42,70.33,1.83,2.46,5.24,6.42,84.05,8.16,4.08,10.26,14.62,62.87,,,,,,5.51,2.22,8.08,13.34,70.85,0.14,0.41,1.14,3.32,94.98,1.93,2.22,3.79,6.06,86,0.43,1.2,2.39,4.78,91.19,3.49,4.38,4.35,7.74,80.04,,,,,,2.32,2.89,2.42,5.55,86.82
N09000011,Ards and North Down,45701,72463,2551,0,1855,0.12,0.37,8.48,91.02,3.26,4.56,28.38,63.81,0.4,1.8,21.34,76.46,7.45,10.34,32.55,49.66,,,,,5.48,9.88,34.65,49.99,,,0.6,2.31,97.1,0.01,0.16,8.3,10.35,81.17,,,1.37,9.34,89.29,,0.32,17.03,18.96,63.69,,,,,,,0.17,14.35,19.73,65.75,,0.01,0.11,1.7,98.18,0.57,1.56,10.01,21.44,66.43,0.01,0.03,0.29,5.31,94.36,0.75,3.14,14.3,24.16,57.65,,,,,,0.78,2.73,14.54,22.05,59.9,,,0,0.23,99.77,0,0.05,2.52,6.19,91.24,,,0.02,1.16,98.82,,0.16,6.14,14.01,79.69,,,,,,,0.11,5.11,12.98,81.8,,,,0,100,,0,0.09,0.83,99.08,,,,0.37,99.63,,,0.57,3.06,96.38,,,,,,,,0.62,2.75,96.63
S12000005,Clackmannanshire,15863,25908,1010,0,624,0,0.02,11.68,88.3,1.04,3.25,44.02,51.69,3.74,3.83,13.61,78.81,0.4,2.29,35.89,61.42,,,,,0.65,1.3,31.74,66.31,,,0.08,0.62,99.3,,0.01,12.88,12.86,74.26,0.48,0.85,5.87,9.61,83.18,,,11.19,15.58,73.23,,,,,,,,12.31,13.97,73.72,,0,0.02,0.1,99.88,0.01,0.06,1.24,11.45,87.24,3.12,1.74,2.46,6.49,86.2,,0.2,7.42,14.47,77.91,,,,,,,0.33,7.29,14.85,77.53,,,0,0.02,99.98,,0.01,0.32,4.02,95.65,0.48,0.79,2.52,4.96,91.25,,,2.81,8.28,88.92,,,,,,,,3.55,8.22,88.22,,,,,100,,,0.02,0.09,99.9,0.25,0.38,0.87,1.21,97.3,,,,2.01,97.99,,,,,,,,,2.27,97.73
S12000006,Dumfries and Galloway,643715,82477,18710,825,10509,1.7,3.83,21.05,73.42,11.42,11.62,35.72,41.24,17.46,13.98,21.62,46.94,26.63,17.93,28.03,27.41,0.24,3.38,32.99,63.39,12.52,15.12,36.36,36,0.27,0.46,6.61,7.24,85.43,1.73,2.1,20.29,16.9,58.98,4.13,5,18.86,17.87,54.14,8.02,5.34,24.65,20.69,41.29,,,2.54,11.68,85.78,1.06,2.38,26.26,21.9,48.4,0.36,0.79,1.49,4.31,93.05,2.3,4.22,9.12,13.78,70.58,8.59,8.76,9.12,13.88,59.66,6.86,12.8,14.88,20.31,45.14,,,0.47,10.06,89.47,2,6.27,12.65,24.75,54.34,0.07,0.29,0.63,2.98,96.03,0.72,1.7,4.82,12.36,80.39,3.19,3.42,5.98,12.98,74.43,3.63,5.74,9.09,20.78,60.77,,,,4.07,95.93,0.41,1.29,7.47,21.5,69.33,0.02,0.09,0.21,0.78,98.89,0.31,0.69,1.21,3.66,94.14,1.63,2.05,3,6.04,87.28,1.67,3.93,4.66,9.92,79.82,,,,0.94,99.06,0.04,0.87,2.01,9,88.07
S12000008,East Ayrshire,127046,60641,4694,114,2441,0.11,0.24,4.59,95.06,3.36,7.82,22.88,65.94,13.29,10.7,17.95,58.05,14.3,13.62,26.32,45.76,2.63,8.81,43.8,44.76,4.9,11.19,30.65,53.26,0.02,0.02,0.54,1.06,98.35,0.09,0.17,5.38,8.19,86.17,3.79,3,15.51,14.61,63.09,3.31,3.38,15.53,18.04,59.74,,,17.59,24.57,57.84,0.21,0.45,10.37,18.78,70.19,0.03,0.07,0.21,2.84,96.84,0.37,1.79,6.26,15.14,76.45,9.7,6.41,7.47,12.23,64.19,5.17,7.32,9.28,19.13,59.1,,2.64,14.93,47.3,35.12,0.25,2.97,8.28,21.72,66.78,0.01,0.02,0.05,0.47,99.45,0.07,0.12,0.99,4.37,94.45,3.53,2.58,7.36,10.87,75.65,1.65,3.78,5.76,12.55,76.26,,,12.32,22.83,64.85,,0.33,3.88,9.31,86.48,0,0.01,0.01,0.02,99.96,0.03,0.05,0.13,1.02,98.76,2.77,1.9,2.44,4.96,87.93,0.52,2.83,1.43,4.14,91.07,,,,4.39,95.61,,0.21,0.33,2.62,96.85
S12000010,East Lothian,67885,49176,3947,0,1936,0.27,0.21,3.76,95.76,1.7,4.31,26.99,67,9.49,4.47,16.06,69.97,9.43,7.95,22.91,59.71,,,,,3.01,5.7,20.48,70.81,0.03,0.01,1.29,2.6,96.07,0.26,0.27,5.72,11.75,82,2.75,2.17,8.41,10.73,75.94,2.36,1.03,11.47,24.49,60.65,,,,,,,0.16,5.17,19.49,75.19,0.17,0.05,0.19,1.17,98.42,0.4,0.66,5.01,10.91,83.03,6.86,3,5.91,8.49,75.74,4.52,3.07,7.07,11.55,73.78,,,,,,0.05,0.42,5,10.06,84.47,0.03,0,0.17,0.7,99.1,0.2,0.12,2.63,2.84,94.21,2.71,2.09,5.89,5.15,84.16,2.28,0.83,5.98,8.84,82.06,,,,,,,0.05,1.27,4.62,94.06,0.02,0.01,0.06,0.12,99.8,0.17,0.04,0.19,0.93,98.67,1.31,1.6,3.74,2.96,90.37,2,0.23,0.95,2.41,94.41,,,,,,,,,0.56,99.44
