laua,laua_name,pixel_count,prem_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4
S12000011,East Renfrewshire,17420,41331,901,133,576,0.01,0.05,0.82,99.13,0.14,1.36,14.49,84.01,2.44,4.46,16.57,76.53,9.64,8.33,18.25,63.78,,2.26,18.86,78.88,,3.1,18.93,77.96,,0,0.03,0.24,99.73,0.01,0.02,2.56,4.71,92.7,0.04,0.24,10.13,12.73,76.87,1.08,2.06,8.3,15.27,73.28,,,4.54,5.28,90.18,,,1.91,9.39,88.7,0,0,0.01,0.04,99.94,0.04,0.15,0.94,7.72,91.14,0.82,1.48,5.31,8.17,84.22,2.72,5.58,3.59,12.98,75.13,,,,7.55,92.45,,,0.69,10.78,88.53,,0,0,0.02,99.97,0.01,0.02,0.18,1.07,98.72,0.03,0.2,4.43,7.6,87.73,0.76,1.52,3.25,8.82,85.65,,,,3.03,96.97,,,0.17,2.6,97.23,,,,0.01,99.99,0,0,0.01,0.04,99.94,0.01,0.03,0.3,1.57,98.09,0.11,0.43,0.64,2.26,96.56,,,,,100,,,,0.17,99.83
S12000013,Na h-Eileanan Siar,297038,16485,6056,0,4069,6.78,11.02,22.86,59.34,26.96,21.83,19.19,32.02,22.7,15.92,20.26,41.11,28.82,25,25.26,20.91,,,,,22.2,23.12,27.7,26.98,5.19,6.93,21.93,14.32,51.63,13.97,9.35,29.37,12.89,34.42,13.96,8.66,32.88,14.35,30.14,22.78,8.23,38.07,11.65,19.27,,,,,,18.35,8.41,38.9,12.28,22.06,2.77,22.26,5.19,19.82,49.97,10.88,27.89,10.43,17.25,33.55,14.33,20.89,8.2,25.25,31.33,13.07,33.24,12.43,26.31,14.95,,,,,,11.18,30.13,12.39,30.9,15.4,1.1,3.56,8.38,20.62,66.34,4.61,10.54,18.5,21.53,44.82,7.86,8.48,11.23,25.28,47.16,5.64,16.1,16.91,34.25,27.11,,,,,,3.01,12.48,16.98,37.64,29.9,0.66,4.54,10.72,14.62,69.45,2.61,10.68,15.66,15.89,55.17,4.52,8.66,9.47,19.86,57.49,2.85,17.77,12.06,26.26,41.06,,,,,,2.26,15.17,13.56,28.04,40.96
S12000014,Falkirk,29718,73898,2484,542,1807,0.02,0.2,4.52,95.26,0.86,2.22,28.37,68.55,2.19,4.98,13.25,79.58,6.81,5.91,29.11,58.17,,,18.3,81.7,1.81,1.61,26.49,70.09,,0.04,0.43,0.96,98.58,0.17,0.31,5.53,7.37,86.62,0,0.59,2.53,8.39,88.49,2.45,1.51,8.43,16.63,70.99,,,1.88,7.34,90.79,,,4.49,13.87,81.64,0.03,0.1,0.82,1.04,98.01,0.27,0.46,2.56,19.96,76.75,0.28,2.26,4.2,8.47,84.79,2.93,3.95,5.68,21.72,65.73,,,0.72,12.22,87.06,0.11,0.22,2.45,17.99,79.23,,0.02,0.04,0.24,99.7,0.06,0.12,1.03,5.72,93.06,,0.08,0.65,3.51,95.76,0.71,2.18,2.15,10.76,84.2,,,,2.73,97.27,,,0.22,6.62,93.16,,,,0.04,99.96,0.03,0.09,0.79,1,98.08,,,0.01,0.78,99.21,0.31,1.34,2.3,3.4,92.64,,,,0.54,99.46,,,,0.43,99.57
S12000017,Highland,2610989,114949,40780,0,28997,2.18,2.03,12.66,83.12,7.87,8.01,32.45,51.67,35.58,10.78,19.49,34.15,25.64,15.88,30.01,28.48,,,,,22.72,15.29,30.32,31.67,1.56,0.88,5.24,7.02,85.3,3.32,1.55,13.62,14.48,67.02,21.43,9.24,21.54,14.01,33.78,11.61,6.17,24.17,19.9,38.15,,,,,,10.4,5.79,23.37,19.47,40.97,0.85,2.35,2.12,9.3,85.37,3.05,4.67,6.99,22.27,63.03,25.86,13.91,11.03,18.51,30.7,10.14,17.44,17.03,24.75,30.65,,,,,,8.69,17.43,17.2,26.37,30.31,0.49,0.83,1.33,3.62,93.73,1.48,2.09,3.97,10.2,82.27,16.89,8.24,10.64,16.21,48.03,4.46,7.85,12.44,22.07,53.18,,,,,,3.35,7.23,12.9,21.17,55.34,0.25,0.83,1.46,1.85,95.6,0.77,1.99,2.07,3.66,91.51,11.52,8.21,9.24,13.34,57.69,1.63,7.95,9.55,13.87,67.01,,,,,,1.23,7.37,10.28,14.05,67.06
S12000018,Inverclyde,16203,41713,836,0,559,0.04,0.04,0.34,99.58,0.99,1.85,14.4,82.75,5.17,6.09,11.23,77.51,12,5.71,19.71,62.58,,,,,0.74,5.47,25.24,68.55,,0,0.06,0.26,99.68,0.03,0.01,0.39,1.76,97.81,0.04,0.31,4.28,6.53,88.85,1.33,3.89,3.16,7.23,84.4,,,,,,,,0.37,6.67,92.96,0,0.02,0.02,1.47,98.48,0.07,0.28,4.56,10.52,84.57,2.67,3.17,5.04,15.34,73.78,8.59,2.19,3.86,24.25,61.1,,,,,,,0.18,2.7,19.73,77.38,,0,0.01,0.06,99.93,0.03,0.01,0.03,1.08,98.85,0.04,0.3,2.56,5.03,92.07,1.33,3.77,1.82,4.01,89.08,,,,,,,,,0.54,99.46,,0,,0,99.99,0,0.02,0.01,0.16,99.8,,0.06,0.31,1.87,97.75,0.36,0.85,3.04,2.67,93.09,,,,,,,,,,100
S12000019,Midlothian,35532,42770,2531,0,1492,0.08,0.08,2.99,96.85,1.04,1.65,24.72,72.59,5.02,4.02,20.44,70.53,7.71,7.8,28.91,55.58,,,,,3.52,7.23,29.3,59.96,0.01,0.01,0.12,0.9,98.96,0.04,0.05,3.35,6.65,89.91,0.3,0.99,9.02,10.19,79.51,0.59,0.83,9.58,17.47,71.53,,,,,,,0.34,5.84,16.58,77.24,0.02,0.04,0.15,0.66,99.13,0.14,0.45,2.72,18.25,78.45,2.26,2.28,4.99,9.93,80.54,1.73,3.19,7.94,24.08,63.06,,,,,,0.67,1.26,5.24,21.53,71.3,0,0,0.04,0.27,99.68,0.04,0.05,0.76,3.92,95.23,0.28,0.81,3.73,7.71,87.48,0.31,0.79,3.59,11.53,83.78,,,,,,,0.27,1.67,8.02,90.04,,0,0,0.02,99.97,0.02,0.02,0.14,0.4,99.42,0.1,0.24,0.76,2.43,96.48,0.04,0.59,0.47,2.97,95.93,,,,,,,0.07,0.14,1.54,98.26
S12000020,Moray,223741,49472,6849,0,3198,0.78,1.23,16.95,81.04,4.08,8.64,37.45,49.83,18.51,12.13,28.28,41.08,22.38,16.22,35.89,25.51,,,,,19.72,12.06,39.13,29.09,0.2,0.24,4.91,7.6,87.04,0.97,1.49,22.45,16.95,58.14,5.42,6.11,15.38,21.29,51.8,8.75,5.76,21.32,25.77,38.4,,,,,,7.3,4.44,23.28,24.31,40.67,0.26,0.86,2.6,13.45,82.82,1.4,5.77,14.56,23.87,54.4,10.73,8.91,11.22,19.2,49.94,9.2,15.32,13.85,27.67,33.96,,,,,,6.15,15,15.04,28.73,35.09,0.01,0.25,1.06,3.71,94.97,0.35,1.01,8,13.12,77.52,4.14,4.6,8.64,16.01,66.6,2.59,9.42,10.97,23.46,53.56,,,,,,1.98,7.71,11.45,23.55,55.31,0,0.09,0.36,1.48,98.07,0.11,0.69,2.13,7.45,89.61,2.28,2.15,4.51,8.77,82.28,1,6.66,6.93,14.28,71.13,,,,,,1.11,4.77,6.18,14.26,73.69
S12000021,North Ayrshire,88230,72122,3700,0,1887,0.12,2.5,4.06,93.32,1.91,5.8,32.64,59.64,15.73,17.1,15.24,51.93,10.83,16.97,27.08,45.12,,,,,7.67,18.05,27.03,47.25,0.11,0.85,2.21,0.98,95.85,1.84,1.05,4.58,8.85,83.68,7.27,7.05,16.89,11,57.78,7.14,2.8,8.79,14.3,66.97,,,,,,10.11,3.22,6.35,13.94,66.38,0.03,0.07,2.51,1.03,96.36,0.17,0.86,5.51,15.14,78.33,9.55,6.3,14.14,12.86,57.15,5.9,4.3,14.27,16.58,58.95,,,,,,5.26,4.25,14.27,16.9,59.33,0.03,0.02,0.18,1.02,98.75,0.06,0.47,2.74,2.66,94.08,5.89,3.24,5.7,8.45,76.72,3.48,1.63,6.3,8.74,79.85,,,,,,3.23,2.28,7.97,6.61,79.92,0.01,0,0.26,0.67,99.04,0.03,0.06,2.16,1.09,96.66,2.99,2.08,4.8,7.95,82.17,3.04,0.76,4.72,4.14,87.33,,,,,,3.19,1.06,8.21,4.17,83.37
S12000023,Orkney Islands,99536,12644,4465,0,1953,4.5,6.44,37.93,51.13,21.54,15.54,38.47,24.45,9.93,12.76,18.07,59.25,35.58,26.1,16.51,21.81,,,,,27.06,20.02,21.2,31.72,4.89,3.25,14.16,12.63,65.07,13.26,5.6,39.11,13.46,28.57,8.6,7.75,25.87,16.75,41.03,25.54,11.68,28.47,12.51,21.8,,,,,,12.95,6.11,33.88,15.42,31.64,0.26,3.9,13.06,27.36,55.42,6.11,15.52,17.8,39.3,21.28,2.41,7.63,24.61,10.77,54.57,9.35,27.1,30.87,12.08,20.6,,,,,,8.36,21.6,21.48,17.82,30.73,0.02,0.59,3.21,7.91,88.26,1.61,7.96,12.46,35.66,42.32,0.91,2.07,6.56,11.5,78.95,3.46,14.23,20.36,20.6,41.35,,,,,,1.03,9.01,19.23,20.15,50.59,0,0.27,5.89,2.45,91.4,0.21,3.68,12.25,20.65,63.21,0.29,0.98,10.74,5.7,82.3,0.16,7.16,25.16,11.2,56.31,,,,,,0.16,5.99,10.65,13.15,70.05
S12000026,Scottish Borders,473929,64693,15271,0,7800,1.57,2.04,8.33,88.06,5.58,5.01,22.61,66.8,23.55,9.58,20.27,46.6,18.4,10.55,30.81,40.24,,,,,6.94,8.2,33.51,51.34,0.64,0.37,2.96,3.08,92.95,1.61,0.74,8.43,10.47,78.75,9.23,6.76,17.69,12.78,53.53,10,2.98,17.17,17.15,52.71,,,,,,1.93,1.62,15.27,18.28,62.9,0.89,1.52,0.97,2.56,94.06,2.19,2.75,3.95,10.58,80.52,14.95,10.03,8.29,11.65,55.08,11.08,7.15,9.11,18.86,53.79,,,,,,3.57,4.49,8.37,20.32,63.25,0.52,0.33,1.62,1.34,96.2,1.18,0.78,3.5,6.24,88.31,7.08,6.25,10.18,10.62,65.87,7.37,3.67,8.19,14.05,66.73,,,,,,0.41,1.53,5.43,15.46,77.17,0.21,0.26,1.23,0.5,97.79,0.85,0.63,1.7,1.64,95.18,3.43,4.77,8.44,7.04,76.33,5.67,3.8,4.43,5.5,80.6,,,,,,0.71,1,2.12,5.07,91.11
S12000027,Shetland Islands,143102,11777,4567,0,2677,4.07,10.38,39.81,45.75,17.01,16.27,39.2,27.52,13.81,15.2,18.74,52.25,33.43,24.02,17.85,24.7,,,,,33.22,22.51,19.18,25.08,0.59,1.39,25.4,22.25,50.38,5.2,6.33,50.82,14.53,23.12,3.34,4.14,35.78,12.69,44.05,11.71,11.45,41.86,9.16,25.83,,,,,,11.42,11.36,38.08,9.13,30,0.49,4.53,5.46,14.23,75.29,5.21,15.22,13.93,17.36,48.28,3.41,9.63,10.4,23.02,53.54,11.34,25.17,17.08,19.9,26.51,,,,,,11.57,24.14,16,18.19,30.1,0.03,0.68,1.81,10.01,87.48,2.21,4.89,13.47,20.51,58.92,1.08,3.21,6.11,19.03,70.58,5.34,10.09,16.17,29.62,38.78,,,,,,6.71,9.25,14.23,25.89,43.93,0,0.24,0.55,3.61,95.6,0.45,2.23,5.62,12.01,79.69,0.3,1.66,2.32,8.89,86.83,1.46,4.58,10.45,22.84,60.66,,,,,,2.08,4.01,8.91,21.02,63.97
S12000028,South Ayrshire,122290,58596,4994,0,2487,0.54,0.5,3.96,95,3.58,4.18,27.2,65.04,21.2,15.24,14.78,48.77,15.87,11.22,30.49,42.43,,,,,7.55,7.63,31.83,52.99,0.31,0.06,0.44,1.24,97.94,0.48,0.37,4.66,9.06,85.44,6.17,7.66,15.32,15.15,55.71,3.7,2.17,13.93,20.85,59.36,,,,,,0.43,0.83,11.31,19.13,68.31,0.33,0.12,0.17,1.19,98.18,0.84,1.07,2.58,6.28,89.22,13.75,12.26,7.93,10.86,55.2,6.28,5.81,9.25,17.47,61.19,,,,,,1.86,3.25,9.42,17.6,67.87,0.29,0.06,0.06,0.39,99.21,0.44,0.2,0.98,3.25,95.14,5.5,5.4,7.68,13.87,67.55,2.78,2.44,6.54,13.11,75.13,,,,,,0.39,0.67,4.59,13.02,81.34,0.24,0.07,0.03,0.21,99.46,0.33,0.08,0.14,0.64,98.81,3.44,3.04,4.22,8.54,80.74,1.44,1.67,2.77,6.58,87.54,,,,,,0.04,0.12,2.48,7.49,89.87
S12000029,South Lanarkshire,177380,160866,6652,1005,4863,0.16,0.41,2.62,96.81,1.91,2.81,23.81,71.48,9.26,9.17,16.39,65.18,8.85,8.77,27.7,54.69,0.5,1.4,29.64,68.46,3.55,5.99,28.45,62.01,0.01,0.01,0.18,1.27,98.52,0.11,0.28,3.47,6.3,89.84,1.18,2.24,10.99,12.95,72.65,1.81,1.6,8.65,16.48,71.47,,,0.89,12.94,86.17,,0.02,6.11,15.83,78.04,0.04,0.07,0.24,0.94,98.71,0.29,0.76,3.16,12.44,83.34,6.7,4.09,5.96,15.48,67.77,2.68,3.64,6.81,22.35,64.52,,0.21,3.39,24.03,72.37,0.35,1.04,5.76,24.11,68.75,0.01,0.01,0.04,0.17,99.76,0.06,0.21,1.21,2.76,95.76,1.12,1.96,5.64,9.03,82.25,0.77,1.95,3.91,10.28,83.09,,,,7.53,92.47,,,1.66,9.72,88.62,0.01,0.01,0.01,0.05,99.93,0.02,0.05,0.15,0.47,99.32,0.67,1.05,2.14,4.52,91.62,0.49,1.29,1.61,4.33,92.29,,,,0.8,99.2,,,0.09,3.28,96.63
S12000030,Stirling,225337,46474,5780,300,4145,0.74,0.48,13.21,85.57,4.55,4.29,25.22,65.93,26.26,8.22,20.18,45.33,14.86,11.12,39.61,34.41,,,20.03,79.97,7.94,9.84,41.58,40.64,0.48,0.16,2,4.37,92.99,0.82,0.51,10.22,9.59,78.86,15.87,6.18,13.99,13.18,50.78,7.21,3.3,15.33,22.66,51.51,,,0.33,8.01,91.65,2.44,3.39,16.93,23.76,53.48,0.52,0.91,1.07,4.3,93.2,1.76,2.02,6.49,19.88,69.85,21.59,10.14,8.48,16.91,42.89,8.19,9.58,15.83,23.53,42.88,,,,14.36,85.64,5.84,7.23,16.61,22.77,47.56,0.13,0.21,0.47,1.35,97.85,0.36,0.65,4.38,7.25,87.36,12.96,6.43,8.7,10.48,61.42,3.5,5.01,7.97,16.93,66.59,,,,0.66,99.34,0.67,2.55,8.25,17.99,70.54,0.05,0.36,0.88,0.38,98.33,0.26,0.79,1.09,2.01,95.85,8.65,7.27,8.13,8.06,67.9,2.71,4.84,7.49,7.11,77.85,,,,,100,0.3,2.11,9.02,8.2,80.37
S12000033,Aberdeen City,18570,127596,1621,0,1226,0,0,1.8,98.2,0.05,0.68,19.84,79.42,0.34,0.87,13.3,85.49,1.95,1.77,24.14,72.15,,,,,1.61,1.62,25.56,71.21,,,0.02,0.3,99.68,,0,2.26,5.35,92.39,,0.01,1.51,4.51,93.98,,,3.24,6.95,89.81,,,,,,,,2.91,7.24,89.85,,0,0.07,0.47,99.46,0.01,0.06,1.72,6.03,92.18,0.01,0.1,0.86,4.58,94.45,0.24,0.42,1.83,10.79,86.71,,,,,,0.32,0.24,1.94,11.52,85.97,,,0,0.03,99.97,,0,0.3,2.22,97.49,,,0.21,2.45,97.33,,,0.91,3.13,95.96,,,,,,,,0.72,2.76,96.51,,,,0,100,,,0.04,0.21,99.74,,,,0.17,99.83,,,,0.12,99.88,,,,,,,,,0.16,99.84
S12000034,Aberdeenshire,631791,126193,20861,0,11204,0.77,1.42,13.23,84.58,5.34,6.97,35.8,51.89,13.26,8.13,22.05,56.56,13.19,11.75,36.2,38.86,,,,,6.65,7.8,39.97,45.58,0.09,0.24,3.4,6.4,89.88,0.89,0.75,12.97,16.09,69.3,6.61,3.42,12.78,14.26,62.93,3.69,2.42,19.89,22.73,51.27,,,,,,1.68,1.34,16.33,23.36,57.29,0.19,0.61,0.92,10.56,87.71,1.55,3.15,7.56,22.71,65.03,8.18,6.38,7.08,14.75,63.61,4.75,8.41,12.93,24.8,49.1,,,,,,2,4.96,10.89,25.75,56.4,0.04,0.08,0.56,2.77,96.55,0.54,0.75,3.83,11.93,82.95,4.4,2.87,5.99,11.24,75.5,1.72,2.96,9.29,19.67,66.36,,,,,,0.52,1.43,6.58,17.75,73.72,0.02,0.03,0.13,0.43,99.39,0.17,0.51,0.76,4.34,94.22,2.53,2.65,3.8,5.43,85.6,0.86,1.81,3.48,9.4,84.45,,,,,,0.12,0.66,3.17,7,89.05
S12000035,Argyll and Bute,696162,55601,16751,0,9468,3.3,4.25,11.44,81.01,12.08,14.01,22.56,51.36,31.35,15.49,21.41,31.75,30,21.91,25.39,22.7,,,,,23.56,19.31,29.37,27.76,2.21,1.42,11.33,5.23,79.82,5.38,3.54,14.64,9.23,67.21,18.54,11.45,29.54,11.98,28.49,18.61,10.66,30.37,12.61,27.76,,,,,,10.22,8.74,29.9,15.41,35.72,1.56,4.81,6.42,12.8,74.42,4.92,8.05,11.3,16.66,59.07,21.98,17.5,14.29,24.91,21.32,14.03,24.32,20.54,22.95,18.16,,,,,,10.03,19.81,21.38,26.45,22.34,0.44,1.23,2.77,9.2,86.36,2.46,3.14,6.27,10.43,77.69,12.22,9.77,13.24,24,40.77,7.12,12.17,18.05,24.7,37.97,,,,,,4.18,6.48,15.33,25.59,48.42,0.21,1.4,2.33,7.09,88.97,1.38,3.26,6.04,8.94,80.38,7.28,8.91,9.66,24.82,49.33,3.8,11.63,15.43,24.65,44.5,,,,,,2.55,5.94,13.31,23.91,54.29
S12000036,City of Edinburgh,26313,266021,2372,276,2040,0,0,0.15,99.85,0.09,0.28,6.78,92.85,0.67,0.92,4.08,94.34,0.08,0.41,10.29,89.22,0.72,1.08,28.63,69.57,0.09,0.24,11.38,88.29,,,0,0.03,99.97,0,0,0.4,1.32,98.28,,,0.1,1.23,98.67,,,0.87,4.88,94.25,,,2.9,24.97,72.13,,,0.92,6.11,92.98,,,0,0.6,99.4,0,0,0.14,3.81,96.05,0.01,0.16,0.79,7.49,91.55,,0.04,0.25,9.05,90.67,,,,7.6,92.4,,0.05,0.05,9.62,90.29,,,,0,100,0,0,0.01,0.17,99.82,,,0.01,0.21,99.77,,,0.04,0.66,99.3,,,,3.63,96.37,,,0.05,0.82,99.13,,,,,100,,,0,0.01,99.99,,,,0.01,99.99,,,,,100,,,,,100,,,,,100
S12000038,Renfrewshire,26152,95077,1801,294,1284,0.02,0.03,0.15,99.8,0.46,2.24,11.42,85.88,4.23,4.89,9.24,81.64,6.48,4.21,15.77,73.54,,1.01,14.85,84.15,0.15,1.45,17.03,81.37,0,0.01,0.01,0.04,99.94,0.02,0.02,0.28,2.43,97.25,0.27,0.38,2.37,6.81,90.17,1.09,1.37,3.07,9.27,85.2,,,0.34,13.26,86.4,,,0.3,7.8,91.89,0,0.01,0.03,0.76,99.2,0.05,0.29,1.75,13.39,84.53,1,2.66,3.01,8,85.33,3.42,1.96,1.88,10.9,81.84,,,,6.79,93.21,,,0.62,7.42,91.96,0,0,0.01,0.01,99.98,0.01,0.01,0.07,0.69,99.22,0.06,0.3,1.02,4.51,94.1,0.98,1.2,1.58,3.8,92.43,,,,2.37,97.63,,,,1.71,98.29,,0,,0.01,99.99,0,0.01,0.03,0.04,99.93,0,0.17,0.26,0.81,98.76,,0.27,1.69,1.75,96.28,,,,0.34,99.66,,,,0.08,99.92
S12000039,West Dunbartonshire,17725,47023,855,0,756,0,0,0.35,99.65,0.66,3.36,13.99,81.98,3.3,5.23,11.76,79.7,2.93,7.08,17.93,72.05,,,,,3.32,8.01,18.26,70.41,,,0,0.08,99.91,0,0,0.87,3.35,95.78,0.14,0.77,3.84,7.53,87.72,,,4.23,7.74,88.03,,,,,,,,4.11,6.88,89.02,0,0,0,0.23,99.77,0.04,0.13,1.51,10.54,87.79,3.32,2.86,3.74,7.84,82.24,0.23,0.82,5.82,15.97,77.16,,,,,,0.26,0.93,6.06,17.24,75.51,,,0,0.07,99.93,0,0,0.14,1.6,98.26,0.1,0.68,2.93,4.52,91.77,,,1.86,4.2,93.93,,,,,,,,2.11,3.56,94.34,,,,0,100,0,0,0,0.19,99.81,0.02,0.16,0.96,1.71,97.15,,,,1.51,98.49,,,,,,,,,1.71,98.29
S12000040,West Lothian,42882,86888,3164,468,2231,0.01,0.08,3.9,96.01,0.94,2.14,35.9,61.02,1.99,5.54,17.18,75.28,5.67,8.41,34.91,51.01,0.63,2.3,32.36,64.71,3.05,5.98,34.68,56.28,,,0.44,0.96,98.6,0,0.04,5.4,11.57,82.98,0.01,0.07,3.99,9.49,86.44,,0.94,10.46,19.72,68.87,,,3.63,22.11,74.26,,0.59,6.39,19.74,73.28,,0,0.04,0.72,99.24,0.11,0.44,1.94,15.2,82.31,0.22,0.52,2.7,7.6,88.96,0.29,1.14,7.07,19.01,72.49,,,3.87,17.19,78.94,0.09,0.14,5.13,19.33,75.32,,,0.02,0.16,99.82,0,0.01,0.96,4.36,94.66,0.01,0.05,1.11,3.47,95.36,,0.12,4.28,9.61,85.99,,,0.86,7.74,91.4,,0.05,2.66,7.26,90.04,,,,0.01,99.99,,0,0.02,0.31,99.67,,,0.04,0.26,99.71,,,0.29,2.4,97.31,,,,0.87,99.13,,,0.41,1.73,97.86
S12000041,Angus,218506,61022,5863,0,2974,1.07,0.9,7.51,90.52,4.4,4.43,39.37,51.8,32.63,8.04,11.05,48.28,21.12,10.96,24.76,43.17,,,,,1.34,5.22,31.02,62.42,0.36,0.16,1.37,2.81,95.31,0.88,0.64,9.24,14.11,75.13,17.97,6.43,12.8,11.07,51.73,8.26,4.42,12.09,17.4,57.83,,,,,,0.03,0.33,5.77,16.49,77.38,0.5,0.19,0.88,1.48,96.95,1.24,1.59,3.61,13.75,79.81,24.09,4.67,8.91,6.48,55.84,8.53,6.06,11.51,14.55,59.35,,,,,,0.03,0.47,3.7,13.15,82.65,0.32,0.14,0.5,0.47,98.56,0.72,0.38,2.45,5.68,90.77,16.58,6.08,8.75,6.38,62.2,6.58,3.46,6.67,10.3,72.99,,,,,,,0.06,0.91,6.52,92.5,0.15,0.11,0.2,0.19,99.35,0.5,0.14,0.79,1.08,97.5,11.78,5.52,8.25,5.13,69.32,4.65,1.56,5.18,4.04,84.57,,,,,,,,0.41,1.06,98.53
S12000042,Dundee City,5973,79635,710,0,558,,,0.74,99.26,0.01,0.73,20.15,79.11,,,3.85,96.15,,2.28,26.13,71.59,,,,,,2.36,22.07,75.57,,,0.01,0.04,99.95,,,1.04,2.81,96.15,,,0.3,1.7,98,,,2.12,10.17,87.71,,,,,,,,1.43,8.06,90.51,,,,0,100,,,0.07,3.93,96,,,0.03,0.48,99.49,,,1.39,7.47,91.14,,,,,,,,1.77,8.62,89.61,,,,0,100,,,0.01,0.31,99.69,,,,0.43,99.57,,,,2.94,97.06,,,,,,,,,3.39,96.61,,,,,100,,,,0,100,,,,,100,,,,,100,,,,,,,,,,100
S12000045,East Dunbartonshire,17436,50455,1218,0,692,0.02,0.05,0.86,99.07,1.09,2.35,12.8,83.76,3.14,3.94,8.18,84.73,4.02,5.05,23.6,67.33,,,,,1.57,4.64,22.11,71.68,,,0.09,0.19,99.73,0.02,0.09,1.07,2.39,96.42,0.52,0.82,2.88,5.12,90.65,1.57,0.49,4.2,10.05,83.69,,,,,,,0.14,5.54,10.38,83.94,0,0.01,0,0.16,99.83,0.06,0.38,2.13,11.48,85.95,2.72,2.56,2.84,7.4,84.48,2.39,2.1,3.94,17.11,74.45,,,,,,,2.41,4.75,18.33,74.51,,,0,0.03,99.97,0.02,0.01,0.23,1.15,98.58,0.41,0.7,1.6,3.52,93.76,1.4,0.58,1.87,7.15,89,,,,,,,,1.85,6.56,91.58,,,,0,100,0,0.01,0,0.12,99.88,0.12,0.31,0.53,1.98,97.06,0.99,0.66,0.49,1.71,96.15,,,,,,,,0.28,1.13,98.58
